Realisation number,Variable,index,Coefficient of variation,Smax,Lag-3 AC,Standard deviation,Variance,Kurtosis,Lag-1 AC,Smax/Var,Lag-2 AC
1,x,0,0.9324965132496514,0.8787878787878787,0.6294281729428174,0.6836820083682009,0.6836820083682009,0.027684797768479784,0.8863319386331939,0.8484848484848484,0.7769177126917715
2,x,0,0.7970013947001395,0.6666666666666666,0.696234309623431,0.5102510460251046,0.5102510460251046,-0.5291492329149234,0.8725941422594143,0.4848484848484848,0.645676429567643
3,x,0,0.9509762900976291,0.5454545454545454,0.8917015341701535,0.5824267782426779,0.5824267782426779,0.029497907949790795,0.9103207810320783,0.5151515151515151,0.8344490934449094
4,x,0,0.849302649930265,0.0303030303030303,0.495676429567643,0.4154114365411437,0.4154114365411437,0.1866108786610879,0.7392608089260809,-0.2424242424242424,0.5834728033472804
5,x,0,0.8859135285913531,0.6969696969696969,0.43619246861924693,0.6345885634588564,0.6345885634588564,0.5703626220362623,0.9020223152022315,0.5757575757575757,0.849302649930265
6,x,0,0.9025104602510462,0.7272727272727272,0.845118549511855,0.4606694560669457,0.4606694560669457,0.29086471408647147,0.9234309623430963,0.7575757575757575,0.8720362622036263
7,x,0,0.9258716875871689,0.6363636363636362,0.8035564853556487,0.6687587168758717,0.6687587168758717,-0.6821478382147839,0.8662482566248257,0.3333333333333333,0.644839609483961
8,x,0,0.8315899581589958,0.5454545454545454,0.5244072524407253,0.47900976290097635,0.47900976290097635,-0.2758019525801953,0.9363319386331941,0.5151515151515151,0.6599023709902372
9,x,0,0.9010460251046026,0.4242424242424242,0.245397489539749,-0.441910739191074,-0.441910739191074,0.1690376569037657,0.789400278940028,0.4848484848484848,0.6806834030683404
10,x,0,0.7870990237099024,0.2121212121212121,0.35048814504881454,-0.09177126917712693,-0.09177126917712693,0.029149232914923294,0.5376569037656904,0.303030303030303,0.6178521617852162
11,x,0,0.9115062761506277,0.606060606060606,0.4064156206415621,0.1386331938633194,0.1386331938633194,0.014086471408647142,0.5755230125523013,0.4848484848484848,0.0897489539748954
12,x,0,0.9477684797768481,0.7575757575757575,-0.6214783821478383,0.7062064156206416,0.7062064156206416,0.0589260808926081,0.9214783821478383,0.7575757575757575,0.5551603905160392
13,x,0,0.7826359832635984,-0.3333333333333333,0.41562064156206424,-0.19107391910739194,-0.19107391910739194,-0.590376569037657,0.8784518828451885,-0.1515151515151515,0.22615062761506277
14,x,0,0.9529986052998606,0.7878787878787877,0.8535564853556487,0.7311715481171549,0.7311715481171549,-0.6029986052998606,0.9076011157601117,0.6969696969696969,0.8889121338912135
15,x,0,0.4698744769874477,-0.4545454545454545,0.29393305439330547,-0.6713389121338913,-0.6713389121338913,0.47203626220362627,0.3535564853556486,0.1818181818181818,0.2873779637377964
16,x,0,0.8132496513249652,-0.303030303030303,0.16199442119944216,-0.6417015341701535,-0.6417015341701535,-0.46171548117154815,0.7928870292887031,-0.0303030303030303,0.6658298465829847
17,x,0,0.9201534170153418,0.8181818181818181,0.5011854951185496,0.3081589958158996,0.3081589958158996,-0.47907949790794985,0.8838912133891214,0.7878787878787877,0.8336122733612273
18,x,0,0.846373779637378,0.2121212121212121,0.05118549511854952,-0.11011157601115762,-0.11011157601115762,-0.8197350069735008,0.7456764295676431,0.303030303030303,0.3063458856345886
19,x,0,0.5813807531380754,-0.2424242424242424,0.18117154811715483,-0.10613668061366807,-0.10613668061366807,-0.14937238493723853,0.05271966527196653,-0.2121212121212121,0.04288702928870293
20,x,0,0.8090655509065552,0.2727272727272727,0.7389121338912135,-0.19009762900976293,-0.19009762900976293,0.4932357043235705,0.7611576011157601,0.303030303030303,0.8247559274755929
