Time,Frequency,Empirical
199.0,-3.141592653589793,0.0004000386613423729
199.0,-3.0630528372500487,0.0004912689175385919
199.0,-2.9845130209103035,0.000796537798836868
199.0,-2.9059732045705586,0.0006276203745212252
199.0,-2.827433388230814,0.0007886363520911122
199.0,-2.748893571891069,0.0005368401065635337
199.0,-2.6703537555513246,0.0003467972652349047
199.0,-2.5918139392115793,0.00043790846091428643
199.0,-2.5132741228718345,0.00027617869765601865
199.0,-2.4347343065320897,0.0002871038712539204
199.0,-2.356194490192345,0.0007765790932770013
199.0,-2.2776546738526005,0.0005919303670020629
199.0,-2.199114857512855,0.0007352693339390925
199.0,-2.1205750411731104,0.0010603705772572443
199.0,-2.0420352248333655,0.001224255785105922
199.0,-1.9634954084936207,0.0007515095584567145
199.0,-1.884955592153876,0.00032495999765372536
199.0,-1.8064157758141313,0.00044823667175763966
199.0,-1.7278759594743864,0.00025005541380838123
199.0,-1.6493361431346414,0.0006545466566088896
199.0,-1.5707963267948966,0.0012251706069901398
199.0,-1.4922565104551517,0.0006572974983281221
199.0,-1.413716694115407,0.0001263600977493886
199.0,-1.3351768777756623,0.0001942115188153131
199.0,-1.2566370614359172,0.0003146780867387459
199.0,-1.1780972450961724,0.00046640878773974054
199.0,-1.0995574287564276,0.0007629746607808028
199.0,-1.0210176124166828,0.0012429438595621424
199.0,-0.942477796076938,0.0009076299817870608
199.0,-0.8639379797371932,0.0008035513219827557
199.0,-0.7853981633974483,0.0015840792378070487
199.0,-0.7068583470577035,0.0007285123251316409
199.0,-0.6283185307179586,0.0007859203892226119
199.0,-0.5497787143782138,0.0011789176554112565
199.0,-0.471238898038469,0.0003341845553610275
199.0,-0.39269908169872414,0.00027141947619768665
199.0,-0.3141592653589793,0.00030342629399270163
199.0,-0.2356194490192345,0.0008924235366142756
199.0,-0.15707963267948966,0.0007344502661941715
199.0,-0.07853981633974483,0.00027917765513471994
199.0,0.0,2.5747499075123794e-05
199.0,0.07853981633974483,0.00027917765513471994
199.0,0.15707963267948966,0.0007344502661941715
199.0,0.2356194490192345,0.0008924235366142756
199.0,0.3141592653589793,0.00030342629399270163
199.0,0.39269908169872414,0.00027141947619768665
199.0,0.471238898038469,0.0003341845553610275
199.0,0.5497787143782138,0.0011789176554112565
199.0,0.6283185307179586,0.0007859203892226119
199.0,0.7068583470577035,0.0007285123251316409
199.0,0.7853981633974483,0.0015840792378070487
199.0,0.8639379797371932,0.0008035513219827557
199.0,0.942477796076938,0.0009076299817870608
