Time,,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax
399,Lower,0.040343317685317175,0.26396330572560184,0.0906436620604168,0.02487437448299358,0.9511647908005137,6.213234888090279e-08,3.8904764849965505e-06,0.0019141724402243607
399,Mean,0.04099322464432265,0.27424561809922876,0.10059028260427548,0.03373456391708419,0.9805565592050326,0.010028771659485678,0.009414669135482258,0.001987800314569549
399,Upper,0.04168306206094821,0.28339656461998275,0.11066366062975237,0.042416399871025516,0.9999788283812613,0.030057537891168794,0.028232092354928323,0.002058431553840847
419,Lower,0.04076975580071629,0.3047218224067241,0.09559796540127234,-0.024157936093705396,0.7739841705081545,0.08997795536584746,3.68960666292492e-08,0.002134476086424007
419,Mean,0.041355495019786206,0.31370361028083926,0.10457928886414487,-0.012819405185439153,0.8461261257342773,0.15387338915168491,4.851140377736741e-07,0.0022255970129588594
419,Upper,0.04193158857600709,0.3232314436586767,0.11314345258837946,-0.0014311858832413908,0.9123433448312824,0.22570798527565272,1.3199274776985378e-06,0.002317784919098019
439,Lower,0.041029365787325245,0.30064925206696175,0.08501742199062623,-0.025700757611001646,0.8138703208820869,0.06849449767041633,1.7844927139325158e-07,0.002149875712750044
439,Mean,0.04175307125502912,0.31142146934578013,0.09432152975311996,-0.013312112942575503,0.8767183996203716,0.12328101107046514,5.89309163176291e-07,0.0022630735686482517
439,Upper,0.042413626821191326,0.3212774123786163,0.1037589815725328,-0.000480513986803788,0.9314223398896812,0.1907526622587305,1.1610137138907215e-06,0.002378762554065557
459,Lower,0.040363992871896806,0.28829297786172975,0.10572671132272934,-0.00010142512526795816,0.8749824888808804,0.027812051681278,7.087812486319783e-07,0.0020022859710642736
459,Mean,0.040915070137054615,0.29877609604812677,0.113364006990127,0.010305847171120559,0.927753802704389,0.07224066137495112,5.535920659757018e-06,0.002089963226334203
459,Upper,0.041531534241684584,0.30924959936095214,0.12204415010422655,0.02090166291438676,0.9741556452314428,0.12579165005303794,1.243389167134344e-05,0.00218057767005471
479,Lower,0.04043948454042694,0.2957889704340255,0.09831808846496584,-0.03256160532682925,0.7492258510427892,0.10771739891556453,3.6406248072274853e-07,0.0021225708541073723
479,Mean,0.0410372034759027,0.30635223455682997,0.10830285487342813,-0.0210825040155383,0.8242041314336609,0.17568933075293322,0.0001065378134058937,0.00221903808297941
