Realisation number,Variable,index,Kurtosis,Lag-3 AC,Variance,Skewness,Coefficient of variation,Standard deviation,Lag-1 AC,Lag-2 AC,Smax
1,x,0,-0.04009762900976291,0.4980474198047421,0.5677126917712693,-0.03444909344490935,0.927824267782427,0.5677126917712693,0.9327754532775454,0.8460251046025107,0.8484848484848484
2,x,0,0.32928870292887036,0.06687587168758719,0.2562064156206416,0.3960251046025105,0.942050209205021,0.2562064156206416,0.792747559274756,0.5463040446304045,-0.0606060606060606
3,x,0,-0.8198744769874478,-0.16896792189679222,-0.16143654114365413,0.3140167364016737,0.782984658298466,-0.16143654114365413,0.6629707112970712,-0.20927475592747563,-0.4242424242424242
4,x,0,-0.1787308228730823,0.10251046025104603,-0.54302649930265,0.3146443514644352,0.8778242677824268,-0.54302649930265,0.642050209205021,0.10076708507670853,-0.1515151515151515
5,x,0,0.5559274755927476,0.1869595536959554,0.05000000000000001,0.19246861924686195,0.9165969316596934,0.05000000000000001,0.8747559274755928,0.6483263598326361,0.6969696969696969
6,x,0,-0.13298465829846584,-0.31931659693165976,-0.14142259414225944,-0.3149930264993027,0.8595536959553696,-0.14142259414225944,0.8189679218967924,0.8680613668061369,-0.1212121212121212
7,x,0,-0.04072524407252441,0.8831938633193865,0.5668061366806137,-0.03138075313807532,0.8709902370990238,0.5668061366806137,0.9122733612273363,0.9171548117154812,0.6969696969696969
8,x,0,-0.24330543933054397,0.6105997210599722,-0.5894700139470015,0.4243375174337518,0.8363319386331939,-0.5894700139470015,0.7320083682008369,0.8792189679218969,0.2121212121212121
9,x,0,0.6056485355648537,0.7105997210599722,-0.16227336122733613,0.6097629009762902,0.8414225941422596,-0.16227336122733613,0.8295676429567643,0.7935146443514646,0.0909090909090909
10,x,0,-0.6837517433751744,0.54581589958159,-0.06715481171548118,-0.7910041841004186,0.9092050209205021,-0.06715481171548118,0.8283821478382148,0.06694560669456068,0.0
11,x,0,-0.5877963737796374,0.5151324965132498,-0.009483960948396096,-0.649860529986053,0.9189679218967923,-0.009483960948396096,0.8249651324965133,0.7343096234309625,0.606060606060606
12,x,0,-0.35230125523012557,0.7515341701534172,0.22977684797768483,0.016875871687587172,0.7173640167364017,0.22977684797768483,0.7182008368200837,0.8644351464435147,0.5454545454545454
13,x,0,-0.09958158995815901,0.5418410041841005,0.3057880055788006,-0.39414225941422604,0.9082984658298467,0.3057880055788006,0.8647838214783823,0.6784518828451884,0.7272727272727272
14,x,0,0.24895397489539753,0.8181311018131103,0.10348675034867505,-0.25216178521617855,0.9014644351464437,0.10348675034867505,0.834239888423989,0.8616457461645747,0.39393939393939387
15,x,0,0.25955369595536965,0.7769874476987448,0.6016039051603906,-0.20181311018131104,0.9034867503486752,0.6016039051603906,0.8578800557880057,0.8311715481171549,0.3333333333333333
16,x,0,0.1394002789400279,-0.05062761506276151,-0.35181311018131106,-0.12552301255230128,0.8778242677824268,-0.35181311018131106,0.7454672245467225,0.6139470013947002,0.5757575757575757
17,x,0,-0.27266387726638774,0.5735704323570433,-0.5566945606694561,0.16304044630404466,0.8907949790794979,-0.5566945606694561,0.8904463040446305,0.7857740585774059,0.303030303030303
18,x,0,-0.024267782426778243,-0.030962343096234315,0.8499302649930267,0.5810320781032079,0.9647838214783823,0.8499302649930267,0.8921199442119946,0.8096234309623432,0.6969696969696969
19,x,0,-0.3271966527196653,0.5893305439330544,0.4205020920502093,0.06039051603905161,0.9156206415620644,0.4205020920502093,0.8983263598326361,0.7259414225941423,0.2727272727272727
20,x,0,-0.18863319386331942,0.6882147838214785,-0.7177824267782428,-0.5121338912133891,0.6041841004184102,-0.7177824267782428,0.7640167364016737,0.3845885634588564,0.2121212121212121
