Realisation number,Variable,index,Kurtosis,Lag-3 AC,Variance,Skewness,Coefficient of variation,Standard deviation,Lag-1 AC,Lag-2 AC,Smax
21,x,0,0.585495118549512,0.8548814504881451,-0.4929567642956765,0.5890516039051604,0.8432357043235705,-0.4929567642956765,0.8282426778242679,0.834100418410042,0.5454545454545454
22,x,0,-0.7265690376569038,0.15418410041841007,0.4870990237099025,-0.5384937238493724,0.9323570432357045,0.4870990237099025,0.9208507670850768,0.8201534170153418,0.6969696969696969
23,x,0,-0.4130404463040447,0.4660390516039052,0.7982566248256626,0.25857740585774064,0.9235006973500699,0.7982566248256626,0.9092747559274758,0.9171548117154812,0.8787878787878787
24,x,0,0.08089260808926081,0.7963040446304045,0.16283124128312415,0.35990237099023714,0.8486750348675036,0.16283124128312415,0.9421199442119945,0.7976987447698746,0.606060606060606
25,x,0,-0.05669456066945608,-0.2868898186889819,0.7041841004184101,-0.28465829846582985,0.9100418410041842,0.7041841004184101,0.9108089260808927,0.8196652719665274,0.9393939393939392
26,x,0,0.42496513249651335,-0.05599721059972106,-0.2762900976290098,-0.4167364016736402,0.8824965132496515,-0.2762900976290098,0.8869595536959555,0.8186889818688984,0.606060606060606
27,x,0,-0.5047419804741982,0.2292887029288703,0.12677824267782428,0.59860529986053,0.8108089260808927,0.12677824267782428,0.8827057182705719,0.8423988842398885,0.303030303030303
28,x,0,0.0395397489539749,0.08026499302649931,0.021478382147838218,-0.7129707112970712,0.8950488145048816,0.021478382147838218,0.798326359832636,0.5426778242677824,0.2424242424242424
29,x,0,-0.5788005578800558,0.5341004184100419,-0.5968619246861926,-0.3269177126917713,0.8488145048814506,-0.5968619246861926,0.9110878661087867,0.7254532775453278,0.3636363636363636
30,x,0,-0.2882845188284519,-0.14504881450488147,0.04414225941422594,0.36039051603905164,0.9112273361227337,0.04414225941422594,0.8694560669456067,0.8023012552301256,0.7272727272727272
31,x,0,0.27377963737796374,0.5549511854951187,-0.3551603905160391,-0.4817991631799164,0.8735006973500697,-0.3551603905160391,0.837168758716876,0.33437935843793587,-0.3636363636363636
32,x,0,-0.5702928870292888,-0.48702928870292894,0.4175034867503487,-0.31931659693165976,0.9172245467224548,0.4175034867503487,0.743584379358438,-0.36896792189679223,-0.3636363636363636
33,x,0,-0.002370990237099024,0.4262900976290098,-0.49776847977684807,-0.024128312412831244,0.5543235704323571,-0.49776847977684807,0.15550906555090657,0.4647838214783822,0.5454545454545454
34,x,0,-0.43026499302649934,0.599442119944212,0.030822873082287313,-0.4996513249651326,0.8571129707112972,0.030822873082287313,0.8212691771269178,0.8062064156206417,0.7575757575757575
35,x,0,-0.2576708507670851,0.7024407252440726,-0.4053695955369596,0.8201534170153418,0.8078103207810321,-0.4053695955369596,0.888005578800558,0.8334728033472804,0.4545454545454545
36,x,0,0.09693165969316599,0.5223849372384938,-0.47907949790794985,0.4859135285913529,0.8364016736401675,-0.47907949790794985,0.6811018131101814,0.2275453277545328,-0.39393939393939387
37,x,0,0.09030683403068342,0.7473500697350071,0.5806136680613668,0.4209205020920503,0.9365411436541144,0.5806136680613668,0.694002789400279,0.5385634588563459,0.5454545454545454
38,x,0,0.40990237099023713,0.8411436541143655,0.23403068340306837,0.4368200836820084,0.9035564853556486,0.23403068340306837,0.9341004184100419,0.8430264993026501,0.6969696969696969
39,x,0,-0.4115062761506277,0.5102510460251046,-0.6376569037656904,-0.5135285913528592,0.38556485355648545,-0.6376569037656904,0.6335425383542539,0.6652022315202233,-0.39393939393939387
40,x,0,-0.0013947001394700141,-0.17182705718270574,0.13158995815899582,-0.5718270571827058,0.9027196652719666,0.13158995815899582,0.845397489539749,0.1296373779637378,0.7272727272727272
41,x,0,-0.7850069735006975,0.7890516039051605,0.3869595536959554,0.6341701534170154,0.9242677824267784,0.3869595536959554,0.8985355648535566,0.8188981868898187,0.606060606060606
42,x,0,0.3881450488145049,0.7860529986053,0.27273361227336124,-0.02384937238493724,0.8438633193863321,0.27273361227336124,0.8841701534170153,0.8716875871687588,0.303030303030303
43,x,0,-0.34225941422594147,-0.08556485355648537,-0.40509065550906564,0.6154114365411437,0.8696652719665273,-0.40509065550906564,0.6907252440725244,0.21234309623430966,0.7575757575757575
44,x,0,0.31150627615062765,-0.07308228730822873,-0.03214783821478383,-0.44504881450488154,0.8866806136680615,-0.03214783821478383,0.7539051603905161,0.42126917712691775,0.8484848484848484
45,x,0,0.7292887029288704,0.7483960948396096,0.6317294281729429,0.48131101813110183,0.9144351464435149,0.6317294281729429,0.5490237099023711,0.7305439330543934,0.5757575757575757
46,x,0,-0.06938633193863321,0.8944211994421201,0.4357740585774059,0.6225941422594142,0.9009065550906556,0.4357740585774059,0.9676429567642958,0.9601115760111577,0.6969696969696969
47,x,0,0.7241980474198048,0.7534170153417016,0.11687587168758717,0.5124825662482567,0.8311018131101814,0.11687587168758717,0.7020223152022316,0.42705718270571835,-0.6363636363636362
48,x,0,-0.3581589958158996,0.8045327754532776,0.6162482566248257,-0.05327754532775454,0.8868200836820085,0.6162482566248257,0.9048814504881452,0.9217573221757323,0.7272727272727272
49,x,0,0.46910739191073925,0.8817991631799165,0.6890516039051605,0.36987447698744774,0.9463040446304046,0.6890516039051605,0.9289400278940029,0.8673640167364018,0.4848484848484848
50,x,0,-0.5415620641562064,0.7594142259414226,0.7183403068340308,0.44323570432357046,0.9590655509065551,0.7183403068340308,0.8619246861924688,0.8523012552301256,0.39393939393939387
51,x,0,0.20153417015341707,0.8694560669456067,0.3624825662482567,-0.3311715481171548,0.8841004184100419,0.3624825662482567,0.9239888423988843,0.8661087866108788,0.5454545454545454
52,x,0,-0.7228730822873083,-0.1863319386331939,-0.35146443514644354,0.16255230125523015,0.8441422594142259,-0.35146443514644354,0.8299860529986054,-0.09198047419804743,-0.6363636363636362
53,x,0,0.38730822873082293,0.5656903765690378,-0.006624825662482567,-0.2048814504881451,0.8939330543933055,-0.006624825662482567,0.8723849372384939,0.8681311018131103,0.8484848484848484
54,x,0,0.7033472803347282,0.26987447698744776,-0.6470013947001395,0.31143654114365416,0.8138075313807532,-0.6470013947001395,0.19930264993026503,-0.06743375174337518,-0.5757575757575757
55,x,0,0.69302649930265,0.7566945606694561,0.5321478382147838,-0.4210599721059972,0.8474198047419805,0.5321478382147838,0.8970711297071131,0.9283124128312414,0.4848484848484848
56,x,0,0.30167364016736403,0.7760111576011158,0.5412831241283125,0.04637377963737797,0.9145746164574619,0.5412831241283125,0.9648535564853559,0.9147838214783822,0.8787878787878787
57,x,0,-0.5303347280334728,0.6830543933054394,0.0797768479776848,0.6724546722454673,0.6250348675034868,0.0797768479776848,0.8943514644351466,0.7193165969316597,0.5454545454545454
58,x,0,-0.5241980474198048,0.4638772663877267,0.34051603905160394,-0.8466527196652721,0.9313807531380753,0.34051603905160394,0.7876569037656904,0.6118549511854952,0.8484848484848484
59,x,0,0.3112273361227336,0.8041841004184102,-0.06171548117154813,-0.13389121338912136,0.9087866108786611,-0.06171548117154813,0.783960948396095,0.6615760111576012,0.3333333333333333
60,x,0,-0.4781729428172944,0.5964435146443515,0.12733612273361228,-0.6774058577405858,0.8585076708507672,0.12733612273361228,0.8514644351464435,0.7744072524407253,0.6363636363636362
61,x,0,0.2603905160390516,0.41624825662482573,0.4529986052998606,-0.16220362622036263,0.8495118549511856,0.4529986052998606,0.6380753138075315,0.5525801952580196,0.1818181818181818
62,x,0,-0.6275453277545329,0.48521617852161786,0.23263598326359833,0.5114365411436542,0.9029288702928872,0.23263598326359833,0.8634588563458858,0.4317294281729429,0.7272727272727272
63,x,0,-0.1458856345885635,0.8417015341701536,0.64581589958159,0.17036262203626223,0.884518828451883,0.64581589958159,0.8759414225941423,0.8854253835425384,0.8484848484848484
64,x,0,-0.6418410041841005,0.8672942817294282,0.5830543933054394,-0.23333333333333336,0.9437935843793585,0.5830543933054394,0.8075313807531381,0.8099721059972107,0.5454545454545454
65,x,0,0.43410041841004193,0.7816596931659695,0.02078103207810321,-0.4256624825662483,0.8817294281729429,0.02078103207810321,0.741492329149233,0.8643654114365412,0.4242424242424242
66,x,0,0.4368898186889819,0.737726638772664,-0.21659693165969318,0.7591352859135286,0.9389121338912135,-0.21659693165969318,0.9288702928870294,0.699442119944212,0.9696969696969696
67,x,0,-0.5769177126917714,-0.1301255230125523,-0.7125523012552303,-0.19665271966527198,0.7488842398884241,-0.7125523012552303,0.5476987447698746,0.15132496513249652,-0.1515151515151515
68,x,0,-0.35181311018131106,0.5656206415620643,0.6794979079497908,0.795118549511855,0.9170850767085078,0.6794979079497908,0.84163179916318,0.8201534170153418,0.7878787878787877
69,x,0,0.28368200836820084,-0.3220362622036263,-0.639260808926081,-0.1266387726638773,0.8299860529986054,-0.639260808926081,0.7248953974895398,0.8187587168758718,-0.3333333333333333
70,x,0,-0.2187587168758717,0.13688981868898187,-0.7962343096234311,-0.45230125523012554,0.5767085076708508,-0.7962343096234311,0.7170850767085077,0.6723849372384938,0.0606060606060606
71,x,0,0.7528591352859136,0.7426778242677825,0.1580892608089261,-0.6536959553695956,0.9119246861924687,0.1580892608089261,0.6528591352859137,0.7205718270571828,0.4848484848484848
72,x,0,-0.691213389121339,-0.43472803347280337,0.3971408647140865,-0.26206415620641565,0.9262203626220363,0.3971408647140865,0.8860529986052998,0.4895397489539749,0.7272727272727272
73,x,0,0.18019525801952582,0.8603905160390517,0.03145048814504882,0.6352161785216179,0.8103207810320783,0.03145048814504882,0.8648535564853557,0.8961645746164576,0.4848484848484848
74,x,0,-0.44539748953974895,0.38877266387726644,0.4767782426778243,0.5233612273361228,0.9322175732217575,0.4767782426778243,0.7759414225941423,0.6799163179916319,0.8787878787878787
75,x,0,-0.12364016736401674,0.46889818688981877,0.4764993026499303,-0.21331938633193867,0.8722454672245469,0.4764993026499303,0.9147140864714088,0.8288702928870293,0.7575757575757575
76,x,0,-0.5813110181311019,0.2697350069735007,0.647768479776848,-0.595258019525802,0.934937238493724,0.647768479776848,0.8625523012552302,0.7870990237099024,0.7575757575757575
77,x,0,-0.26854951185495124,0.836750348675035,0.2162482566248257,-0.5195258019525802,0.8700139470013948,0.2162482566248257,0.9192468619246863,0.9301255230125525,0.5151515151515151
78,x,0,-0.2707810320781032,0.7648535564853558,-0.07747559274755927,-0.3450488145048815,0.937587168758717,-0.07747559274755927,0.891771269177127,0.8698744769874478,-0.1212121212121212
79,x,0,-0.5220362622036263,-0.29260808926080895,-0.3237796373779638,0.21924686192468623,0.8778940027894004,-0.3237796373779638,0.8168061366806139,0.6032078103207811,0.2121212121212121
80,x,0,0.27001394700139475,0.2157601115760112,0.5468619246861925,-0.4953277545327755,0.8666666666666668,0.5468619246861925,0.8506973500697351,0.6945606694560671,0.3636363636363636
81,x,0,-0.446094839609484,0.7483960948396096,0.41973500697350075,-0.4639470013947002,0.9174337517433753,0.41973500697350075,0.8458158995815901,0.7741980474198049,0.9696969696969696
82,x,0,-0.25990237099023716,0.13207810320781033,0.4748953974895398,0.4850767085076709,0.92768479776848,0.4748953974895398,0.7853556485355649,0.34839609483960954,-0.1212121212121212
83,x,0,0.546234309623431,0.932008368200837,0.7540446304044631,0.11039051603905162,0.9479079497907951,0.7540446304044631,0.8861924686192469,0.9355648535564854,0.5757575757575757
84,x,0,-0.06715481171548118,0.779637377963738,0.31450488145048816,-0.5308228730822874,0.9120641562064157,0.31450488145048816,0.8851464435146444,0.8251743375174339,0.8181818181818181
85,x,0,0.20739191073919108,0.3180613668061367,0.33235704323570436,0.6647140864714087,0.9232217573221759,0.33235704323570436,0.9223849372384939,0.78744769874477,0.7575757575757575
86,x,0,-0.13598326359832638,0.7963737796373781,-0.04456066945606695,-0.5108786610878662,0.8866108786610879,-0.04456066945606695,0.6827754532775454,0.8466527196652721,0.4545454545454545
87,x,0,-0.7677126917712693,0.6773361227336123,0.6457461645746165,0.09902370990237101,0.9241283124128313,0.6457461645746165,0.8635983263598328,0.7079497907949792,0.6666666666666666
88,x,0,0.48765690376569043,0.8096234309623432,-0.588284518828452,-0.8163179916317992,0.8734309623430964,-0.588284518828452,0.9090655509065552,0.7112273361227337,0.606060606060606
89,x,0,0.33235704323570436,0.750557880055788,-0.16234309623430965,0.45808926080892615,0.7802649930264994,-0.16234309623430965,0.8275453277545328,0.7814504881450489,0.0
90,x,0,0.2943514644351465,0.7720362622036263,0.7704323570432359,0.34846582984658303,0.94581589958159,0.7704323570432359,0.9258716875871689,0.8902370990237101,0.8484848484848484
91,x,0,-0.0990934449093445,-0.21394700139470016,-0.5125523012552302,0.7225244072524408,0.6516736401673641,-0.5125523012552302,0.5647140864714086,0.2470013947001395,0.5454545454545454
92,x,0,-0.5714086471408647,0.7126220362622037,0.008368200836820085,-0.5587866108786611,0.8864016736401675,0.008368200836820085,0.7587168758716877,0.6990237099023711,0.7575757575757575
93,x,0,-0.49937238493723857,0.8191073919107393,-0.4785913528591353,0.06311018131101814,0.746513249651325,-0.4785913528591353,0.8477684797768481,0.7813807531380754,-0.5151515151515151
94,x,0,0.2872384937238494,-0.07287308228730824,-0.7859832635983265,-0.29909344490934453,0.8299163179916319,-0.7859832635983265,0.5237796373779638,0.2193863319386332,-0.39393939393939387
95,x,0,0.13333333333333336,0.8347280334728034,0.6405857740585775,-0.35432357043235707,0.8404463040446305,0.6405857740585775,0.8560669456066946,0.8758019525801953,0.6666666666666666
96,x,0,0.36917712691771276,0.7785913528591353,0.345258019525802,0.5167364016736402,0.9182008368200838,0.345258019525802,0.8558577405857742,0.849581589958159,0.7575757575757575
97,x,0,-0.738284518828452,0.7643654114365414,0.7013947001394701,-0.441910739191074,0.8857043235704325,0.7013947001394701,0.9181311018131103,0.8267782426778244,0.606060606060606
98,x,0,-0.7820781032078105,0.7297768479776849,0.8096234309623432,-0.5035564853556486,0.9442817294281731,0.8096234309623432,0.9291492329149235,0.8914923291492329,0.8181818181818181
99,x,0,0.47099023709902377,0.755857740585774,0.32935843793584385,0.5756624825662483,0.9302649930264993,0.32935843793584385,0.888563458856346,0.8633891213389122,0.4545454545454545
100,x,0,-0.5139470013947002,0.6689679218967922,0.5785913528591353,0.5944909344490935,0.935495118549512,0.5785913528591353,0.8978382147838215,0.700278940027894,0.3333333333333333
