Realisation number,Variable,index,Coefficient of variation,Smax,Lag-3 AC,Standard deviation,Variance,Kurtosis,Lag-1 AC,Smax/Var,Lag-2 AC
1,x,0,0.9129613263035993,0.47983870967741943,0.5452208982212335,0.12144576844543323,0.12144576844543323,0.16087119942299294,0.8570993203913083,0.4637096774193549,0.8042442527859893
2,x,0,0.9357876451406455,0.7822580645161291,0.8519082883816375,0.2823372850191489,0.2823372850191489,-0.5648879001208871,0.8537977833988563,0.7540322580645162,0.8254350409898517
3,x,0,0.9098832779690976,0.806451612903226,0.36957913022277755,0.3422525625006349,0.3422525625006349,0.23965095135058262,0.9012688060626378,0.7540322580645162,0.8560529871290851
4,x,0,0.9016141976249251,0.8145161290322581,0.7144729223173742,0.7271914586698361,0.7271914586698361,-0.2530704294029805,0.9233738660490254,0.7459677419354841,0.7646664431780088
5,x,0,0.7934456871768304,0.5483870967741936,0.4525137394731763,0.3318603399059316,0.3318603399059316,0.08151240869980395,0.5507573217931918,0.5564516129032259,0.4409634392872744
6,x,0,0.9462103434614331,0.7096774193548389,0.6952427391582605,0.6860085941547558,0.6860085941547558,-0.06589867836934549,0.8505876735846566,0.6370967741935485,0.7959446967157326
7,x,0,0.9411513729314601,0.7661290322580647,0.5343410640091834,0.7782281412854661,0.7782281412854661,-0.7184042909822328,0.8895559686709537,0.6975806451612904,0.8012169973282948
8,x,0,0.9137740123325107,0.8306451612903227,0.8197563973628338,0.6788061642235292,0.6788061642235292,0.16534097258200509,0.899379311045419,0.7540322580645162,0.8941984376111094
9,x,0,0.8391491177277299,0.588709677419355,0.7069555765499448,0.16122674956064162,0.16122674956064162,-0.047552291266672764,0.892755919909792,0.6411290322580646,0.7608468188421256
10,x,0,0.9157752516787047,0.592741935483871,0.6598299454484503,0.5202815957090178,0.5202815957090178,-0.14903645912697205,0.8211176464612603,0.4919354838709678,0.8626357439632667
11,x,0,0.8771726653054177,-0.00403225806451613,0.17979662532126497,0.5349201028047826,0.5349201028047826,0.001147919015837219,0.8654598279137334,-0.28225806451612906,0.14248417801887464
12,x,0,0.8725809892420688,0.47983870967741943,0.1779985574822987,0.3246172756732596,0.3246172756732596,0.11694551956033687,0.9060433364824917,0.4879032258064516,0.7237273844716017
13,x,0,0.9287985452920083,0.7782258064516131,0.8899724702607706,0.6979855545058362,0.6979855545058362,0.45638415668586646,0.9200621704812117,0.6411290322580646,0.8553114111277035
14,x,0,0.769603510803645,0.6693548387096775,0.780584930769309,0.39612348764209315,0.39612348764209315,0.2053962352319711,0.79629008827802,0.620967741935484,0.8343644287325146
15,x,0,0.9254766911488334,0.653225806451613,0.7903879559930517,-0.06275967858267557,-0.06275967858267557,-0.01378518676540802,0.8264712156767137,0.6048387096774195,0.7632340840520526
16,x,0,0.9489734759597315,0.3629032258064517,0.7191458669836144,0.5521693637684252,0.5521693637684252,-0.40982740580461,0.8520606670120583,0.1088709677419355,0.7099828320076393
17,x,0,0.8132041162547365,0.3145161290322581,0.6778918924410041,-0.2144881601804163,-0.2144881601804163,-0.0724611180528043,0.8581456536535317,0.36693548387096775,0.4845945204644501
18,x,0,0.9361533538536556,0.7298387096774195,0.6310913357510742,0.7491339814504414,0.7491339814504414,0.6255142778776706,0.910594378244395,0.49596774193548393,0.7963002468533813
19,x,0,0.7926736354493646,0.48387096774193555,0.4327451518199088,-0.44710937738091616,-0.44710937738091616,-0.1345909649630736,0.8686394620018489,0.6129032258064516,0.612186227003525
20,x,0,0.8685785105496806,0.7096774193548389,0.7412814026960859,0.2651997683844818,0.2651997683844818,-0.4655471916618414,0.9290118753745975,0.6572580645161291,0.8326273123457167
21,x,0,0.9019900649132966,0.4879032258064516,0.6864047785938501,0.5687075244567702,0.5687075244567702,-0.05723341358607869,0.8537266733713265,0.3467741935483872,0.7614461747884477
22,x,0,0.9260252542183485,0.4193548387096775,0.49909080750515555,0.44426497627972655,0.44426497627972655,-0.13290464145308262,0.8891699428072208,0.1653225806451613,0.5445199565212975
23,x,0,0.9315007263381384,0.7298387096774195,0.7383963672934508,0.7197655400806591,0.7197655400806591,0.15698046505958005,0.8949501721878524,0.5645161290322581,0.8174605593311595
24,x,0,0.9203872448927763,0.44758064516129037,0.29619358181208666,0.6541817775475168,0.6541817775475168,-0.5094728715244975,0.8511768709556172,0.22580645161290325,0.5980251729497456
25,x,0,0.8415871758144639,-0.036290322580645164,0.39231402188157133,0.17800871605766008,0.17800871605766008,-0.2992614715712269,0.5765093103343187,-0.2862903225806452,0.5501579658468697
26,x,0,0.920895173660846,0.5000000000000001,0.6790398114568413,-0.06608153272585053,-0.06608153272585053,0.4246589258322413,0.49742480114588733,0.342741935483871,0.6397870762604253
27,x,0,0.8831865419193613,0.6895161290322582,0.8380824673147839,0.4906795071059235,0.4906795071059235,-0.5486646552687452,0.8541126992350593,0.6451612903225807,0.8386513475350217
28,x,0,0.8709454586088848,0.47983870967741943,0.5037129592945886,0.18633874785400098,0.18633874785400098,-0.5365556334379668,0.8814087912311178,0.48387096774193555,0.5974054998527007
29,x,0,0.8705086398683449,0.5967741935483871,0.4800536372779082,0.2861061164782251,0.2861061164782251,0.4865856012352828,0.9123111774804702,0.5080645161290324,0.7496622273692338
30,x,0,0.8211278050366217,0.5806451612903226,0.3358323428722356,-0.5949674417659667,-0.5949674417659667,0.04671928808703867,0.6566909456617804,0.6814516129032259,0.557746421641829
31,x,0,0.8528225601641626,0.40725806451612906,0.7696543036804518,0.09761375064760919,0.09761375064760919,-0.41956947957618423,0.703714991009661,0.435483870967742,0.8143621938459351
32,x,0,0.8663944168469815,0.6693548387096775,0.6118103597151535,0.38414652729101273,0.38414652729101273,0.43886061418746636,0.9105334267922268,0.592741935483871,0.7736364652221173
33,x,0,0.6330722579465456,0.28225806451612906,0.384776358963419,0.019413037515618813,0.019413037515618813,0.2284054084255224,0.6026981176159856,0.435483870967742,0.5699671878015827
34,x,0,0.6507380205000051,0.32258064516129037,-0.25007364967137014,-0.34338016436574936,-0.34338016436574936,0.2657076971525513,0.8598116600127998,0.40725806451612906,0.38172878635500157
35,x,0,0.955220999806987,0.8145161290322581,0.7536748646369834,0.6169404402726563,0.6169404402726563,-0.5011936326049635,0.8867115675697641,0.7459677419354841,0.854833958085718
36,x,0,0.7149910096608052,0.2540322580645162,0.4460833612694156,-0.3321447800160506,-0.3321447800160506,-0.3409217891282927,0.7711679314092992,0.39919354838709686,0.47624417151738646
37,x,0,0.9411920072329057,0.592741935483871,0.7041111754487551,0.4785501681244223,0.4785501681244223,0.34710836152338,0.8606751389185181,0.4274193548387097,0.6502707260333811
38,x,0,0.9289001310456222,0.6451612903225807,0.7438616808378794,0.5978524771686019,0.5978524771686019,-0.2813112689076484,0.9368035026767847,0.5685483870967744,0.7831347331850181
39,x,0,0.9117016629587867,0.6088709677419356,0.3841871615924583,0.6126332043194262,0.6126332043194262,0.5381606883450666,0.8666585398063776,0.5322580645161291,0.8241753776450391
40,x,0,0.5654974146425706,-0.020161290322580648,0.5876431089304036,-0.07764199148711384,-0.07764199148711384,-0.31100478468899523,0.5772915206371458,0.23790322580645165,0.36775058665772714
41,x,0,0.8955901624356202,0.6975806451612904,0.6986966547811335,0.5342394782555695,0.5342394782555695,-0.3494448338565,0.8739930312173021,0.5846774193548389,0.831205111795122
42,x,0,0.7693292292688875,-0.012096774193548388,0.47261756011336975,-0.4137384573187457,-0.4137384573187457,0.2492508050670974,0.6172147218074138,0.2741935483870968,0.43167850140696273
43,x,0,0.915003199951239,0.713709677419355,0.7861315129166285,0.7105821879539614,0.7105821879539614,-0.7032070622415914,0.9241560763518525,0.6290322580645162,0.8492061073355073
44,x,0,0.6936072085250764,0.3266129032258065,0.7533701073761416,-0.2565954550533833,-0.2565954550533833,-0.0996048314184419,0.6376944097359787,0.39919354838709686,0.7951828035636282
45,x,0,0.8472861365922044,0.44758064516129037,0.6630197381119273,0.026249758733835168,0.026249758733835168,-0.39784028687816825,0.9114172228486678,0.467741935483871,0.8707829214031024
46,x,0,0.9005881815134247,0.16129032258064518,0.776094840459574,0.3102632086876137,0.3102632086876137,0.056075335994880085,0.8027712593585876,0.040322580645161296,0.3706660977864465
47,x,0,0.916069850364185,0.13306451612903228,0.43985615457288274,0.4877436788264814,0.4877436788264814,-0.07786548014506446,0.6689117118215342,-0.05645161290322581,0.6075132823372851
48,x,0,0.8904803990288404,0.713709677419355,0.5296782779183048,0.09802009366206485,0.09802009366206485,-0.46276374201282017,0.8617824236329098,0.6612903225806452,0.6834994260404921
49,x,0,0.8614573492213452,0.7258064516129034,0.9184367984233892,0.6026981176159856,0.6026981176159856,0.08977133046861509,0.878117412814027,0.7096774193548389,0.9320289722569307
50,x,0,0.8602078444518941,0.5403225806451614,0.7759018275277075,0.6149087252003779,0.6149087252003779,0.08252826623594307,0.8343949044585988,0.48387096774193555,0.8228852385741424
51,x,0,0.5153750038094659,0.3145161290322581,0.22939079023557737,0.05649183758469713,0.05649183758469713,-0.10353620008330032,0.4475157203953718,0.4233870967741936,0.3988155101128618
52,x,0,0.8743384227795895,0.47983870967741943,0.49445849714036105,0.37518666382226556,0.37518666382226556,0.17489003342171294,0.8283911864200165,0.4596774193548388,0.8275581832403824
53,x,0,0.907607757088146,0.592741935483871,0.7474476579404505,0.25026666260323654,0.25026666260323654,0.21940491065532972,0.9353609849754672,0.592741935483871,0.8564288544174565
54,x,0,0.8764412478793975,0.4919354838709678,0.7742358211684394,0.4300226536230559,0.4300226536230559,0.4375603165412083,0.8050772559656235,0.4274193548387097,0.7566208514917869
55,x,0,0.7779233840246245,0.26612903225806456,0.6577779132254493,-0.11618362640823253,-0.11618362640823253,-0.16304513455033068,0.6285313747600038,0.35483870967741943,0.7023131076097888
56,x,0,0.9139365495382928,0.6169354838709679,0.8115076341693841,0.33519235262446795,0.33519235262446795,0.09151860543077439,0.8165970804254412,0.6290322580645162,0.8399719623320027
57,x,0,0.9038490842044312,0.6370967741935485,0.23375897764097564,-0.029530978575564564,-0.029530978575564564,0.01593880474202298,0.8646369833094607,0.6048387096774195,0.5397860604028891
58,x,0,0.6273834557441665,0.4717741935483871,0.8203354361584332,0.33123050823352534,0.33123050823352534,0.1648635195400197,0.9101981938053009,0.5443548387096775,0.8192789443208486
59,x,0,0.9269496845762351,0.7862903225806454,0.5456678755371347,0.4935137496317517,0.4935137496317517,-0.17165960645679054,0.9269598431515964,0.7338709677419355,0.7850953382297667
60,x,0,0.6730157762675363,0.18548387096774197,0.5104176190331069,-0.7494387387112832,-0.7494387387112832,-0.3022277755767531,0.7069860522760288,0.5846774193548389,0.744633732565345
