,Quantile,Time,State variable,Smoothing,Residuals,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax,Smax/Var
0,0.05,499,-0.306353685942817,-0.07247840636549124,-0.2907216618527838,0.03669182906485487,0.19734080106311983,0.0021639769143521575,-0.10158269734048075,0.002087171877622153,1.3088589758228996e-33,2.2884493225091304e-19,0.00146789521236229,0.0377979369502394
1,0.05,519,-0.3169388930084608,-0.12501157096106877,-0.3056261452386626,0.03480565904385339,0.20629085800070326,0.020300218977459004,-0.10244413125370563,0.02650458188965319,1.785138486023941e-30,1.1377837241978832e-23,0.0014448733269645838,0.038092497316626915
2,0.05,539,-0.31708319078648267,-0.12277862179048661,-0.25408047209548673,0.03568381140972922,0.24066347306907093,0.02464293445379049,-0.10162003401017246,0.00035078214667830134,1.0435123615757197e-30,4.325327490688046e-23,0.0015068491361209186,0.039194455811829516
3,0.05,559,-0.310420353969927,-0.10445558776476194,-0.3228928917647489,0.035290197645740394,0.22042818950229692,0.035991853227882155,-0.0836871614634906,0.9419036073515851,6.26217973086074e-33,4.646995476395468e-23,0.0014954288663189216,0.03968476564178217
4,0.05,579,-0.2969446418429177,-0.15411120262433606,-0.28114402283104467,0.035651725110803834,0.25593723442049315,0.04701521308916494,-0.09633597447117603,0.0008124386303903578,7.31606815369641e-36,1.4485456286614928e-25,0.0014479496149624722,0.03965850259456135
5,0.05,599,-0.38227233558299417,-0.11563965758775309,-0.36512239383565537,0.035543036955554476,0.2303857623021978,0.03371491978944772,-0.07298620652091661,0.010714730468646148,7.174534692545311e-34,2.281629760526505e-24,0.0014474243292116823,0.037177866768168054
6,0.05,619,-0.3506409690187561,-0.11623816339491048,-0.28165789226951404,0.03718050760857467,0.2758847767335635,0.04231323437025028,-0.07810774984886276,6.024606115692866e-05,9.691893377964127e-34,4.077259373747692e-27,0.001638818921394284,0.04117036937888765
7,0.05,639,-0.36157801697476927,-0.1329011982851119,-0.3376721998550515,0.03678514391060262,0.2683361252139967,0.06146634066999676,-0.0629699055693836,0.7949825090938383,8.680313272894643e-32,6.24340576281986e-25,0.0015851754518464783,0.040913228667739776
8,0.05,659,-0.25244111294138544,-0.13915443934547855,-0.28435288548581256,0.03756209519434629,0.2762013764057243,0.07016833928005235,-0.08268779432891919,0.0001074178096012468,1.037988942845186e-30,2.6165385052321425e-26,0.0015971312605431475,0.03956352597538459
9,0.05,679,-0.29452759449389787,-0.08754473090104806,-0.30185621138541346,0.036751756571780994,0.3145115168571503,0.08141900379446917,-0.06225215123914342,0.13736991357976164,1.0453599808654906e-29,1.0331147505952766e-26,0.0016642752328532655,0.04271083486066384
10,0.05,699,-0.3102068838599106,-0.14293202008602096,-0.315157766575217,0.035112968773642006,0.3211820425702318,0.05214638983981813,-0.10079430339571015,0.052188373654067234,1.9817409856289906e-29,2.25143233316418e-27,0.001655762966757031,0.04365120548698336
11,0.05,719,-0.2691041232828136,-0.10574052011574833,-0.2563825946686734,0.03695117476981518,0.3380310021339733,0.10416820613273393,-0.08712508649261316,0.004517988965869345,2.6681997253892767e-27,1.039455338386298e-28,0.0017306777790804437,0.04406602299102167
12,0.05,739,-0.3158536741143971,-0.11163296570229658,-0.3024434874059238,0.03684264914390899,0.3719306030029303,0.09605979127726413,-0.07320596975601679,0.9999971013982082,4.5789215590471727e-32,4.8851851350132254e-33,0.0017277764144329113,0.042944236016976944
13,0.05,759,-0.312336548141005,-0.14807057423462935,-0.27595601961090893,0.03757858434985058,0.3836133408426252,0.1156023246027773,-0.053679569987242375,0.9667235114096726,3.428728697379854e-31,5.194242461651728e-34,0.001874949007535733,0.04635428495468988
14,0.05,779,-0.3307039142497305,-0.15099460622944827,-0.3313104027423423,0.03931888959792744,0.3979903685962709,0.12533481523557743,-0.03646331383034606,0.9999975609602069,5.56254203102237e-36,2.8104142815831474e-38,0.0019363738249367028,0.045065876298479024
15,0.05,799,-0.26225649146711383,-0.16282570088324166,-0.22131599975853794,0.03834539100053765,0.35385017448201456,0.10526666601631511,-0.015482070281052914,0.9999999421035717,1.125217190241701e-33,6.860175601073499e-33,0.0017680872089855147,0.04392004644615052
16,0.05,819,-0.29124842251395966,-0.15674893975883425,-0.30446366173497885,0.03845436130620529,0.3789578874634916,0.11535989819158378,-0.018861179180081976,0.9995245874360648,8.281690493110116e-35,4.21515684095014e-34,0.0017073902665285085,0.044595813828470374
17,0.05,839,-0.2885951510512915,-0.12411287715415256,-0.2687212008227892,0.040037647707377694,0.4089520757594874,0.1394963631546044,-0.015677439798269643,0.5906575284896426,8.785176250933106e-33,6.451629543175228e-36,0.002029118510745751,0.0481167720509913
18,0.05,859,-0.33655804937846057,-0.147155048997847,-0.31702104272218146,0.03802544331780698,0.4142880843719278,0.15310936286777121,-0.0021961976152873844,0.006624157749702196,5.0426096292353445e-31,5.060006311013499e-36,0.0019350445707943566,0.04929951880344204
19,0.25,499,-0.12859081124211702,-0.03897014628083184,-0.1251387366623092,0.038884780423978846,0.2521155215286825,0.039130856613816614,-0.051056963843984844,0.9999999265051874,5.0889994372944325e-26,3.4050031041232453e-16,0.0016918199735473035,0.04225414842641856
20,0.25,519,-0.15020038779696954,-0.05207053705998703,-0.14196360842863864,0.03753886474957168,0.27325585106732453,0.05989956918878159,-0.05448636276629106,0.9999999689890217,1.5737990422845752e-24,5.7353400498548856e-18,0.0017273537848951314,0.04428419687695054
21,0.25,539,-0.1069794523508043,-0.05138176105653986,-0.08994805997674118,0.038096103346570306,0.2686853909719362,0.05809473778624824,-0.05702153450809784,0.9999974549889834,1.1567497807187825e-22,7.806365279647115e-17,0.0017782853562088512,0.04474948360120858
22,0.25,559,-0.14528036386462828,-0.04498622058016883,-0.130382999823512,0.03807072661420041,0.27624880569831944,0.06791868885267721,-0.03177111188821906,0.9999999984522956,8.942860601183297e-26,7.92856918554281e-18,0.001693483739380091,0.04376139995103289
23,0.25,579,-0.12035325700879973,-0.05807728299118488,-0.1100167045514813,0.03784246822541183,0.3002515173525862,0.09710101002692398,-0.02672072328942272,0.9999999517265303,2.796531335926572e-27,6.502024531735442e-20,0.001722997871524232,0.04463413395306113
24,0.25,599,-0.11178695647979042,-0.04421899514926478,-0.11202551994853616,0.038486179081228124,0.28929948635219743,0.07537005407679369,-0.026747638323711517,0.9999999857211203,5.103432472883696e-27,2.346387800183953e-19,0.0017050207438905063,0.04384444881021049
25,0.25,619,-0.06574804047861038,-0.034501047316717666,-0.08526002611037327,0.0389748047270944,0.3229416711201998,0.09122517647930214,-0.01806979937551181,0.9999999996628088,7.573209881478415e-26,7.885558019472083e-21,0.0018520029634841286,0.045886798925955014
26,0.25,639,-0.15188826638820596,-0.06800640488163787,-0.14011341166687702,0.0397872731386737,0.31660942227725464,0.10371997094215735,-0.021926471842029033,0.99999999781424,3.2511082579404103e-24,4.08935354987143e-19,0.0018465219254186094,0.045538021308162556
27,0.25,659,-0.09964797146465054,-0.03205486113542322,-0.09078993702481727,0.03944849667844921,0.33620196836132277,0.10087670462207637,-0.02834694594588662,0.9999999989995254,8.453463152848265e-24,4.4651003625201904e-21,0.0018631489887911215,0.045888868495126516
28,0.25,679,-0.1352142902671567,-0.03588157747103063,-0.14622452607466457,0.03917570748620237,0.33744253289715154,0.11762287180182197,-0.019750326568646517,0.9999999999552467,7.154190406086304e-23,2.1051713512227882e-21,0.0018826614863727271,0.047307264098204224
29,0.25,699,-0.13552665395860064,-0.057435324849707634,-0.11954606941920373,0.03757880792158222,0.36613309989799814,0.10596023827224425,-0.037649668680562576,0.9999999911816926,2.495371075740526e-20,2.0441528178727146e-22,0.0019026916211647735,0.04909047250475654
30,0.25,719,-0.10274538969830194,-0.016291625344207583,-0.14093260137293925,0.03989869511151099,0.3824739698404051,0.12593948392929233,-0.03191747445088709,0.9999964873070676,8.20382442043551e-20,6.065074971880505e-23,0.0020384940219501,0.04978955223338273
31,0.25,739,-0.12980501378226128,-0.026312344038032558,-0.15362495197599269,0.03914008369247206,0.4040239770286105,0.14058783425535623,0.0009018942001526719,0.9999999999999911,4.052822621089265e-25,3.7843001558972235e-27,0.002022427970095205,0.04987895386487348
32,0.25,759,-0.11945955756417992,-0.019321150007795322,-0.1258440723718567,0.04227861289981458,0.4430441758337672,0.17181446153814156,0.023346219253195435,0.9999999999993597,7.312521031431083e-25,6.066631619483276e-28,0.0022188735068141125,0.051446036458994385
33,0.25,779,-0.07219872926350446,-0.015933954427521095,-0.16416929443508974,0.04304974751778766,0.4347302429599898,0.16637261563097294,0.021164455076336915,0.9999999999999881,3.186105844605386e-26,1.784433599882709e-29,0.002273217046362028,0.05311462499601823
34,0.25,799,-0.0713307338318745,-0.042117758363274915,-0.08129330935287739,0.04039416189479058,0.42203334551333593,0.1665815218311977,0.04513092840443133,0.9999999999999999,7.866428997974391e-27,1.681692394663883e-28,0.0021757635060030427,0.05174652204031386
35,0.25,819,-0.11067415635471978,-0.03316419817630401,-0.12571157294731908,0.04179246515579304,0.42464083040317724,0.16826600835218736,0.03942249280662084,0.999999999999998,2.276779991568698e-26,7.129314574648349e-29,0.002146314886873669,0.051871907929110936
36,0.25,839,-0.07261431857030343,-0.05658402725963924,-0.10732513697264695,0.04322190978121563,0.45955963362090757,0.21879112667299003,0.08304760033206526,0.9999999999995832,7.266017873266931e-26,1.3245418382554064e-30,0.002439572541084932,0.0545951186868638
