,Time,State variable,Smoothing,Residuals,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Params fold,Params hopf,Params null,Smax,Smax/Var
0,0,10.14344446074737,10.05832730410537,0.08511715664199926,,,,,,,,,,,,
1,1,10.188857730741779,10.049764344726297,0.1390933860154817,,,,,,,,,,,,
2,2,9.766219055870652,10.041206856871856,-0.27498780100120435,,,,,,,,,,,,
3,3,9.29543395872033,10.032654874047234,-0.7372209153269029,,,,,,,,,,,,
4,4,9.806075052141727,10.024108452788152,-0.21803340064642462,,,,,,,,,,,,
5,5,10.449357375755524,10.015567689462292,0.4337896862932311,,,,,,,,,,,,
6,6,9.964863140688532,10.007032696374305,-0.04216955568577241,,,,,,,,,,,,
7,7,10.10877357713073,9.998503565140183,0.11027001199054709,,,,,,,,,,,,
8,8,9.765430125573374,9.989980381961574,-0.22455025638820025,,,,,,,,,,,,
9,9,10.939170287427247,9.981463229830782,0.9577070575964655,,,,,,,,,,,,
10,10,10.632966139039766,9.972952196674695,0.6600139423650706,,,,,,,,,,,,
11,11,10.210096554984094,9.964447338346007,0.24564921663808725,,,,,,,,,,,,
12,12,10.339555066701337,9.955948669304563,0.3836063973967736,,,,,,,,,,,,
13,13,9.710910280079837,9.947456174988636,-0.23654589490879907,,,,,,,,,,,,
14,14,10.722679210945417,9.938969817407905,0.7837093935375119,,,,,,,,,,,,
15,15,10.904256363243388,9.930489558015042,0.9737668052283457,,,,,,,,,,,,
16,16,9.99038013314374,9.92201532387599,0.06836480926775046,,,,,,,,,,,,
17,17,9.737508479169758,9.913547005199748,-0.17603852602998948,,,,,,,,,,,,
18,18,10.149282775477063,9.905084481219712,0.24419829425735173,,,,,,,,,,,,
19,19,10.064366708155745,9.896627633956275,0.16773907419947065,,,,,,,,,,,,
20,20,10.332770980493368,9.88817632849536,0.44459465199800796,,,,,,,,,,,,
21,21,9.98301026573773,9.879730407634135,0.10327985810359586,,,,,,,,,,,,
22,22,9.914454231075561,9.871289683863147,0.04316454721241492,,,,,,,,,,,,
23,23,10.638147898355227,9.862853953239293,0.7752939451159335,,,,,,,,,,,,
24,24,9.712259191340156,9.854422996565042,-0.14216380522488592,,,,,,,,,,,,
25,25,9.82026194468718,9.845996563792259,-0.025734619105078238,,,,,,,,,,,,
26,26,9.713979403434658,9.83757440128442,-0.12359499784976258,,,,,,,,,,,,
27,27,9.468487751862975,9.82915625548827,-0.3606685036252948,,,,,,,,,,,,
28,28,10.027823695383114,9.820741879615342,0.20708181576777207,,,,,,,,,,,,
29,29,9.524805206902437,9.812331039263805,-0.28752583236136786,,,,,,,,,,,,
30,30,10.20284422467752,9.803923492358814,0.3989207323187056,,,,,,,,,,,,
31,31,9.818242687800872,9.795518999247472,0.022723688553400123,,,,,,,,,,,,
32,32,9.697129010702378,9.787117299201533,-0.08998828849915519,,,,,,,,,,,,
33,33,9.869130979302216,9.778718121236242,0.09041285806597443,,,,,,,,,,,,
34,34,9.339164985788152,9.77032119226142,-0.43115620647326836,,,,,,,,,,,,
35,35,9.863161178246378,9.761926235066296,0.10123494318008142,,,,,,,,,,,,
36,36,9.882726360894546,9.753532984636088,0.12919337625845806,,,,,,,,,,,,
37,37,9.206615904804126,9.745141168634566,-0.5385252638304401,,,,,,,,,,,,
38,38,9.410148013240784,9.736750506769551,-0.32660249352876747,,,,,,,,,,,,
39,39,9.312321321162482,9.728360738521449,-0.41603941735896655,,,,,,,,,,,,
40,40,9.18614640255186,9.719971625026039,-0.5338252224741797,,,,,,,,,,,,
41,41,9.977554122520768,9.711582952062566,0.2659711704582026,,,,,,,,,,,,
42,42,9.581239244210632,9.703194525947241,-0.12195528173660897,,,,,,,,,,,,
43,43,9.205513664702258,9.69480614369886,-0.4892924789966031,,,,,,,,,,,,
44,44,9.37074632403069,9.686417607208094,-0.31567128317740334,,,,,,,,,,,,
45,45,9.633912500148835,9.678028742049747,-0.044116241900912456,,,,,,,,,,,,
46,46,10.830101593830264,9.669639392754053,1.1604622010762107,,,,,,,,,,,,
47,47,10.109590527929681,9.661249404206556,0.4483411237231252,,,,,,,,,,,,
48,48,9.260991795576123,9.652858598807716,-0.3918668032315935,,,,,,,,,,,,
