Realisation number,Variable,index,Skewness,Lag-2 AC,Lag-1 AC,Standard deviation,Lag-3 AC,Variance,Coefficient of variation,Kurtosis,Smax
31,x,0,0.3115836101882613,-0.1588925802879291,-0.49426356589147286,-0.5914507198228128,0.24478405315614615,-0.5914507198228128,-0.5820598006644518,0.6326910299003321,-0.33333333333333337
32,x,0,-0.4969656699889258,-0.6847840531561462,-0.5312070874861572,-0.05492801771871539,-0.6953709856035437,-0.05492801771871539,-0.07512735326688814,0.5280177187153932,-0.26666666666666666
33,x,0,-0.019977851605758584,0.21625692137320043,-0.7751495016611295,-0.7249612403100775,0.17373200442967884,-0.7249612403100775,-0.7338648947951273,0.3738205980066445,-0.4666666666666666
34,x,0,-0.5118493909191584,0.3565891472868217,-0.5154817275747507,-0.2637430786267996,0.5391805094130675,-0.2637430786267996,-0.22741971207087483,0.2092137320044297,-0.48333333333333334
35,x,0,0.6400442967884828,-0.11317829457364341,0.4427021040974529,-0.7374972314507198,0.5401550387596898,-0.7374972314507198,-0.7327574750830564,-0.17656699889258026,-0.6166666666666666
36,x,0,0.6203765227021041,-0.3576965669988926,-0.10223698781838315,-0.5444075304540421,-0.08465116279069766,-0.5444075304540421,-0.595968992248062,-0.1318715393133998,-0.4666666666666666
37,x,0,0.38706533776301216,-0.33957918050941305,-0.20779623477297893,0.6403986710963454,0.43375415282392027,0.6403986710963454,0.6973643410852713,-0.12248062015503876,0.41666666666666663
38,x,0,0.20256921373200443,-0.5010409745293466,0.526688815060908,-0.5098117386489479,0.1026799557032115,-0.5098117386489479,-0.5238095238095237,0.359734219269103,-0.016666666666666666
39,x,0,-0.6016832779623477,0.01891472868217054,-0.641860465116279,-0.2943521594684385,-0.27224806201550383,-0.2943521594684385,-0.28615725359911404,-0.19906976744186045,-0.26666666666666666
40,x,0,0.19960132890365448,-0.8512513842746401,0.15145071982281283,-0.24496124031007752,-0.8702547065337762,-0.24496124031007752,-0.15308970099667774,0.48119601328903655,0.3
41,x,0,0.15158361018826136,0.007840531561461793,0.18764119601328905,0.03495016611295681,-0.009922480620155038,0.03495016611295681,0.047619047619047616,-0.6392469545957918,0.03333333333333333
42,x,0,0.5708527131782946,0.740110741971207,0.7150387596899224,0.3316500553709856,0.6223255813953488,0.3316500553709856,0.3407308970099668,0.04970099667774087,0.25
43,x,0,0.147109634551495,-0.698250276854928,-0.6943078626799557,-0.011605758582502769,-0.7503433001107419,-0.011605758582502769,-0.03162790697674418,-0.3500332225913621,0.5
44,x,0,-0.1912735326688815,-0.4816389811738649,-0.3539313399778516,-0.26972314507198225,-0.5976522702104098,-0.26972314507198225,-0.2226799557032115,0.06795127353266887,0.26666666666666666
45,x,0,0.6480177187153932,-0.717829457364341,-0.7218161683277962,0.5304983388704319,0.6935105204872647,0.5304983388704319,0.5034330011074196,0.3029900332225913,-0.13333333333333333
46,x,0,0.7084828349944629,0.34830564784053153,0.47561461794019927,-0.5561461794019933,0.09382059800664452,-0.5561461794019933,-0.553266888150609,0.7343521594684385,-0.16666666666666669
47,x,0,0.6221926910299003,-0.595968992248062,-0.533156146179402,-0.3499003322259136,0.5966777408637873,-0.3499003322259136,-0.24868217054263564,0.6782281284606865,-0.6833333333333333
48,x,0,-0.4147065337763012,0.5096788482834994,-0.02963455149501661,0.5300110741971207,0.5048947951273532,0.5300110741971207,0.49054263565891465,0.21049833887043187,-0.049999999999999996
49,x,0,-0.09820598006644517,0.6873975636766334,0.7267331118493908,0.7120265780730898,0.7129568106312293,0.7120265780730898,0.7049390919158361,0.6233444075304541,0.5166666666666667
50,x,0,0.7011295681063123,-0.1211517165005537,0.5536212624584718,0.47105204872646733,0.02281284606866002,0.47105204872646733,0.4685271317829457,-0.474905869324474,0.21666666666666667
51,x,0,0.16788482834994461,0.5984053156146178,0.10166112956810631,0.23729789590254705,0.6982059800664452,0.23729789590254705,0.236234772978959,-0.5007308970099668,0.2833333333333333
52,x,0,0.48810631229235873,-0.809390919158361,-0.3113621262458472,-0.7067552602436323,-0.682126245847176,-0.7067552602436323,-0.7339977851605759,-0.521594684385382,-0.6666666666666667
53,x,0,-0.6965227021040974,0.4248504983388704,0.06338870431893688,-0.3878183831672204,0.270609080841639,-0.3878183831672204,-0.383610188261351,-0.08389811738648947,-0.11666666666666665
54,x,0,0.14843853820598008,0.07796234772978959,0.06307862679955703,-0.48504983388704315,0.05993355481727574,-0.48504983388704315,-0.41576965669988925,-0.23158361018826135,-0.5166666666666667
55,x,0,-0.34622369878183834,0.7332447397563677,0.45953488372093015,0.40589147286821703,0.06489479512735326,0.40589147286821703,0.38733111849390917,0.17404208194905868,0.41666666666666663
56,x,0,-0.35526024363233666,0.660642303433001,0.8294573643410852,0.630609080841639,0.7030343300110742,0.630609080841639,0.6382724252491695,-0.038538205980066444,0.6833333333333333
57,x,0,0.4781395348837209,-0.22755260243632336,0.10046511627906976,-0.023920265780730896,0.2679955703211517,-0.023920265780730896,-0.04048726467331119,-0.1509191583610188,0.31666666666666665
58,x,0,-0.8093466223698782,-0.4545293466223699,-0.5937541528239203,0.18702104097452935,-0.3659357696566999,0.18702104097452935,0.1987596899224806,0.3580952380952381,0.09999999999999999
59,x,0,0.43968992248062017,-0.2718050941306755,-0.5830343300110742,-0.35441860465116276,0.4227685492801772,-0.35441860465116276,-0.3501218161683278,0.6341085271317829,-0.6666666666666667
60,x,0,-0.49984496124031,0.35477297895902543,0.2842524916943521,-0.3458693244739756,0.0030564784053156145,-0.3458693244739756,-0.35109634551495017,-0.24504983388704316,-0.3
61,x,0,0.3887486157253599,0.5673532668881506,0.11282392026578071,0.26693244739756367,-0.07720930232558139,0.26693244739756367,0.25944629014396453,0.7192912513842746,-0.5499999999999999
62,x,0,0.49036544850498337,-0.7565448504983388,0.3590697674418604,-0.23472868217054263,-0.18148394241417495,-0.23472868217054263,-0.27251384274640084,-0.7369213732004429,-0.39999999999999997
63,x,0,0.37058693244739754,0.4974972314507198,0.27273532668881506,0.6376079734219269,0.17222591362126244,0.6376079734219269,0.6533333333333333,-0.3017497231450719,0.41666666666666663
64,x,0,-0.592735326688815,-0.0303875968992248,-0.5035658914728682,0.31601328903654485,0.6872646733111849,0.31601328903654485,0.23401993355481726,-0.5540199335548173,-0.41666666666666663
65,x,0,0.14033222591362127,0.1955703211517165,-0.6001771871539313,-0.49909191583610185,0.036943521594684385,-0.49909191583610185,-0.48792912513842746,0.877563676633444,-0.3666666666666667
66,x,0,0.6632115171650055,0.0401328903654485,0.5180066445182724,-0.6303875968992247,0.022281284606866,-0.6303875968992247,-0.6172314507198228,0.6172314507198228,0.65
67,x,0,-0.6016389811738648,-0.5825027685492802,-0.29227021040974527,-0.7665116279069767,-0.5459136212624585,-0.7665116279069767,-0.772048726467331,-0.1372314507198228,-0.5833333333333334
68,x,0,0.6982945736434109,-0.07339977851605758,-0.10914728682170542,0.4087707641196013,-0.4351273532668881,0.4087707641196013,0.427375415282392,0.5309413067552602,0.26666666666666666
69,x,0,-0.35632336655592467,-0.1495016611295681,-0.3958803986710963,-0.3341306755260244,-0.6176301218161683,-0.3341306755260244,-0.3376301218161683,0.22693244739756366,-0.19999999999999998
70,x,0,0.2078405315614618,-0.36141749723145067,0.12788482834994463,-0.4897009966777408,-0.30104097452934664,-0.4897009966777408,-0.4970099667774086,-0.07765227021040974,0.2833333333333333
71,x,0,-0.2524473975636766,-0.6881063122923587,-0.5037873754152824,-0.46848283499446286,-0.11207087486157254,-0.46848283499446286,-0.5495459579180509,0.8153266888150609,0.06666666666666667
72,x,0,0.2262236987818383,-0.37732004429678845,-0.31782945736434104,0.1528239202657807,-0.5915393133997785,0.1528239202657807,0.2,-0.652314507198228,0.11666666666666665
73,x,0,0.5597785160575858,0.7445404208194906,0.5847176079734219,-0.22197120708748616,0.6512070874861572,-0.22197120708748616,-0.15654485049833886,0.3298338870431894,-0.2833333333333333
74,x,0,0.6135991140642303,-0.5433001107419712,0.27818383167220373,0.46737541528239196,0.20943521594684386,0.46737541528239196,0.44234772978959025,0.4350830564784053,0.3666666666666667
75,x,0,0.11663344407530453,0.4524916943521594,0.645359911406423,-0.1580952380952381,0.37616832779623477,-0.1580952380952381,-0.1320487264673311,-0.5751495016611295,0.5666666666666667
76,x,0,-0.02073089700996678,-0.48159468438538205,0.17297895902547064,0.6700775193798449,-0.7534883720930232,0.6700775193798449,0.659313399778516,-0.1386046511627907,0.6833333333333333
77,x,0,-0.5925138427464008,0.19960132890365448,0.548970099667774,0.39486157253599113,0.6138205980066445,0.39486157253599113,0.3917165005537099,-0.4902768549280177,0.45
78,x,0,-0.5153931339977852,-0.05590254706533776,0.2034551495016611,-0.7005537098560354,0.39362126245847173,-0.7005537098560354,-0.7001550387596899,0.3658471760797342,-0.5499999999999999
79,x,0,0.27273532668881506,-0.15047619047619046,-0.6462458471760797,-0.03459579180509413,-0.6244961240310077,-0.03459579180509413,-0.0072203765227021035,-0.578516057585825,0.18333333333333335
80,x,0,0.2683499446290144,0.3568106312292359,0.21789590254706534,0.6934662236987819,-0.6314507198228129,0.6934662236987819,0.6934662236987819,-0.6813732004429678,0.7166666666666667
81,x,0,-0.6777408637873754,0.21807308970099668,0.17514950166112955,0.2139091915836102,-0.0321594684385382,0.2139091915836102,0.21647840531561463,0.03486157253599114,0.65
82,x,0,0.5319158361018825,-0.5031229235880399,-0.09483942414174971,0.4403986710963455,-0.5320930232558139,0.4403986710963455,0.453953488372093,-0.10551495016611295,-0.5666666666666667
83,x,0,0.46250276854928013,0.7430343300110741,0.3951716500553709,-0.09745293466223699,0.65390919158361,-0.09745293466223699,-0.07517165005537098,0.8118272425249169,0.18333333333333335
84,x,0,-0.7436544850498339,-0.10578073089700997,-0.11756367663344407,-0.379313399778516,-0.013289036544850497,-0.379313399778516,-0.40230343300110744,-0.14157253599114064,-0.08333333333333334
85,x,0,0.7628792912513842,0.5137984496124031,0.6994905869324474,-0.4775193798449612,0.4109856035437431,-0.4775193798449612,-0.5010852713178294,-0.20141749723145072,-0.016666666666666666
86,x,0,-0.5031229235880399,-0.3360797342192691,-0.6522702104097452,-0.25182724252491695,0.014573643410852712,-0.25182724252491695,-0.24664451827242523,-0.4777408637873754,-0.38333333333333336
87,x,0,-0.825736434108527,-0.4997120708748616,0.3263344407530454,0.7273975636766334,-0.0230343300110742,0.7273975636766334,0.7197785160575857,-0.7322259136212623,0.25
88,x,0,-0.6851827242524916,0.2089922480620155,-0.6232558139534883,-0.7852048726467331,0.0640531561461794,-0.7852048726467331,-0.7972093023255813,0.526157253599114,-0.33333333333333337
89,x,0,-0.20589147286821705,0.3128239202657807,-0.5449833887043188,-0.05501661129568106,0.07552602436323366,-0.05501661129568106,-0.05089700996677741,-0.4600664451827242,-0.38333333333333336
90,x,0,0.6422148394241418,0.5856478405315614,0.24332225913621264,0.5491915836101883,0.5375858250276855,0.5491915836101883,0.5281063122923587,0.3150830564784053,0.25
91,x,0,0.7183167220376523,-0.00053156146179402,-0.4916057585825027,-0.5193355481727574,-0.29576965669988925,-0.5193355481727574,-0.47818383167220374,0.4690143964562569,-0.16666666666666669
92,x,0,-0.06799557032115172,-0.5390033222591362,0.413953488372093,-0.6763233665559246,-0.027818383167220375,-0.6763233665559246,-0.703078626799557,-0.5820598006644518,-0.049999999999999996
93,x,0,0.4474418604651163,-0.339047619047619,-0.3402879291251384,-0.12846068660022147,0.6946622369878183,-0.12846068660022147,-0.1626578073089701,-0.19650055370985603,-0.21666666666666667
94,x,0,0.30387596899224806,-0.44115171650055374,-0.7528239202657807,-0.8040753045404208,-0.2234772978959025,-0.8040753045404208,-0.8177630121816167,0.5550830564784053,-0.75
95,x,0,-0.0854485049833887,0.7971207087486157,0.5233665559246954,0.2367220376522702,0.52562569213732,0.2367220376522702,0.2580730897009967,-0.32177187153931336,0.03333333333333333
96,x,0,0.2652491694352159,0.671140642303433,0.7716500553709856,-0.35729789590254707,-0.2152380952380952,-0.35729789590254707,-0.3225249169435216,0.49537098560354376,0.41666666666666663
97,x,0,-0.1386046511627907,0.4196234772978959,0.33568106312292356,0.7586710963455149,0.5456478405315615,0.7586710963455149,0.753001107419712,-0.6580287929125138,0.4666666666666666
98,x,0,-0.459047619047619,-0.14290143964562568,0.4336212624584717,0.23809523809523808,0.22715393133997783,0.23809523809523808,0.14214839424141748,-0.11056478405315613,-0.03333333333333333
99,x,0,0.36828349944629013,0.3042303433001108,-0.10892580287929125,0.33470653377630116,0.13674418604651162,0.33470653377630116,0.3533997785160576,0.40717607973421927,0.13333333333333333
100,x,0,0.70578073089701,-0.6110299003322259,0.49479512735326686,0.1630564784053156,0.33448504983388705,0.1630564784053156,0.1795348837209302,-0.4932447397563676,-0.21666666666666667
