Time,Frequency,Empirical
199.0,-3.141592653589793,0.0075443995519763295
199.0,-2.9845130209103035,0.00512324482796835
199.0,-2.827433388230814,0.003075071248574943
199.0,-2.6703537555513246,0.00799750094445124
199.0,-2.5132741228718345,0.006268899412964494
199.0,-2.356194490192345,0.004114362479464732
199.0,-2.199114857512855,0.003954126525369014
199.0,-2.0420352248333655,0.0021463677449772064
199.0,-1.884955592153876,0.002526576379420178
199.0,-1.7278759594743864,0.0027695564130352976
199.0,-1.5707963267948966,0.002822767936104783
199.0,-1.413716694115407,0.004056982962218032
199.0,-1.2566370614359172,0.005442876853464299
199.0,-1.0995574287564276,0.004004597852738316
199.0,-0.942477796076938,0.008318326493682863
199.0,-0.7853981633974483,0.012465589943414465
199.0,-0.6283185307179586,0.010108078356392014
199.0,-0.471238898038469,0.007294596732968567
199.0,-0.3141592653589793,0.0031561333016403587
199.0,-0.15707963267948966,0.0009681172013207091
199.0,0.0,0.00029162538870943183
199.0,0.15707963267948966,0.0009681172013207091
199.0,0.3141592653589793,0.0031561333016403587
199.0,0.471238898038469,0.007294596732968567
199.0,0.6283185307179586,0.010108078356392014
199.0,0.7853981633974483,0.012465589943414465
199.0,0.942477796076938,0.008318326493682863
199.0,1.0995574287564276,0.004004597852738316
199.0,1.2566370614359172,0.005442876853464299
199.0,1.413716694115407,0.004056982962218032
199.0,1.5707963267948966,0.002822767936104783
199.0,1.7278759594743864,0.0027695564130352976
199.0,1.884955592153876,0.002526576379420178
199.0,2.0420352248333655,0.0021463677449772064
199.0,2.199114857512855,0.003954126525369014
199.0,2.356194490192345,0.004114362479464732
199.0,2.5132741228718345,0.006268899412964494
199.0,2.6703537555513246,0.00799750094445124
199.0,2.827433388230814,0.003075071248574943
199.0,2.9845130209103035,0.00512324482796835
199.0,3.141592653589793,0.0075443995519763295
219.0,-3.141592653589793,0.004358467143251985
219.0,-2.9845130209103035,0.005081821783005271
219.0,-2.827433388230814,0.005938686218704255
219.0,-2.6703537555513246,0.004222462131883588
219.0,-2.5132741228718345,0.008522823329622824
219.0,-2.356194490192345,0.009022568672158797
219.0,-2.199114857512855,0.004377247787259733
219.0,-2.0420352248333655,0.00551529387163242
219.0,-1.884955592153876,0.004700796293153491
219.0,-1.7278759594743864,0.003003415644860402
219.0,-1.5707963267948966,0.0019429609241489515
219.0,-1.413716694115407,0.0050173082195015635
219.0,-1.2566370614359172,0.006092747150367327
219.0,-1.0995574287564276,0.00731549863773908
219.0,-0.942477796076938,0.003227038621643537
219.0,-0.7853981633974483,0.006159872619561676
219.0,-0.6283185307179586,0.01054067536740673
219.0,-0.471238898038469,0.006969480301266793
219.0,-0.3141592653589793,0.001993915348211727
219.0,-0.15707963267948966,0.0008503213657235118
219.0,0.0,0.0007170388177335478
219.0,0.15707963267948966,0.0008503213657235118
219.0,0.3141592653589793,0.001993915348211727
219.0,0.471238898038469,0.006969480301266793
219.0,0.6283185307179586,0.01054067536740673
219.0,0.7853981633974483,0.006159872619561676
219.0,0.942477796076938,0.003227038621643537
219.0,1.0995574287564276,0.00731549863773908
219.0,1.2566370614359172,0.006092747150367327
219.0,1.413716694115407,0.0050173082195015635
219.0,1.5707963267948966,0.0019429609241489515
219.0,1.7278759594743864,0.003003415644860402
219.0,1.884955592153876,0.004700796293153491
219.0,2.0420352248333655,0.00551529387163242
219.0,2.199114857512855,0.004377247787259733
219.0,2.356194490192345,0.009022568672158797
219.0,2.5132741228718345,0.008522823329622824
219.0,2.6703537555513246,0.004222462131883588
219.0,2.827433388230814,0.005938686218704255
219.0,2.9845130209103035,0.005081821783005271
219.0,3.141592653589793,0.004358467143251985
239.0,-3.141592653589793,0.006232829228506872
239.0,-2.9845130209103035,0.006708934267877374
239.0,-2.827433388230814,0.008045658167101333
239.0,-2.6703537555513246,0.008908613530473045
239.0,-2.5132741228718345,0.008067202330476312
239.0,-2.356194490192345,0.007865538302212502
239.0,-2.199114857512855,0.0077961942362304365
239.0,-2.0420352248333655,0.009224765805177167
239.0,-1.884955592153876,0.006200823064160238
239.0,-1.7278759594743864,0.0033327132801074947
239.0,-1.5707963267948966,0.00319355098004555
239.0,-1.413716694115407,0.004973024634869995
239.0,-1.2566370614359172,0.008836062205390285
239.0,-1.0995574287564276,0.006393776664588246
239.0,-0.942477796076938,0.0061023504488888726
239.0,-0.7853981633974483,0.016681573365618447
239.0,-0.6283185307179586,0.011962763290257462
239.0,-0.471238898038469,0.006036626696621759
239.0,-0.3141592653589793,0.002617371315491777
239.0,-0.15707963267948966,0.00039907882646881263
239.0,0.0,0.00012407505164419743
239.0,0.15707963267948966,0.00039907882646881263
239.0,0.3141592653589793,0.002617371315491777
239.0,0.471238898038469,0.006036626696621759
239.0,0.6283185307179586,0.011962763290257462
239.0,0.7853981633974483,0.016681573365618447
239.0,0.942477796076938,0.0061023504488888726
239.0,1.0995574287564276,0.006393776664588246
239.0,1.2566370614359172,0.008836062205390285
239.0,1.413716694115407,0.004973024634869995
239.0,1.5707963267948966,0.00319355098004555
239.0,1.7278759594743864,0.0033327132801074947
239.0,1.884955592153876,0.006200823064160238
239.0,2.0420352248333655,0.009224765805177167
239.0,2.199114857512855,0.0077961942362304365
239.0,2.356194490192345,0.007865538302212502
239.0,2.5132741228718345,0.008067202330476312
239.0,2.6703537555513246,0.008908613530473045
239.0,2.827433388230814,0.008045658167101333
239.0,2.9845130209103035,0.006708934267877374
239.0,3.141592653589793,0.006232829228506872
259.0,-3.141592653589793,0.010229489153313566
259.0,-2.9845130209103035,0.009011899729850855
259.0,-2.827433388230814,0.010981551896770058
259.0,-2.6703537555513246,0.006021810165325092
259.0,-2.5132741228718345,0.007766863863407981
259.0,-2.356194490192345,0.011573330162879746
259.0,-2.199114857512855,0.012966893742646859
259.0,-2.0420352248333655,0.007170203954386938
259.0,-1.884955592153876,0.006614281694484405
259.0,-1.7278759594743864,0.005028359089073672
259.0,-1.5707963267948966,0.0029342609949555586
259.0,-1.413716694115407,0.005391958810535197
259.0,-1.2566370614359172,0.007990824977797727
259.0,-1.0995574287564276,0.005491006217576071
259.0,-0.942477796076938,0.009086780496203074
259.0,-0.7853981633974483,0.009517970306904685
259.0,-0.6283185307179586,0.007329166488931597
259.0,-0.471238898038469,0.008344512276853032
259.0,-0.3141592653589793,0.0043434753205239245
259.0,-0.15707963267948966,0.0009594976029701977
259.0,0.0,0.00046301261078940517
259.0,0.15707963267948966,0.0009594976029701977
259.0,0.3141592653589793,0.0043434753205239245
259.0,0.471238898038469,0.008344512276853032
259.0,0.6283185307179586,0.007329166488931597
259.0,0.7853981633974483,0.009517970306904685
259.0,0.942477796076938,0.009086780496203074
259.0,1.0995574287564276,0.005491006217576071
259.0,1.2566370614359172,0.007990824977797727
259.0,1.413716694115407,0.005391958810535197
259.0,1.5707963267948966,0.0029342609949555586
259.0,1.7278759594743864,0.005028359089073672
259.0,1.884955592153876,0.006614281694484405
259.0,2.0420352248333655,0.007170203954386938
259.0,2.199114857512855,0.012966893742646859
259.0,2.356194490192345,0.011573330162879746
259.0,2.5132741228718345,0.007766863863407981
259.0,2.6703537555513246,0.006021810165325092
259.0,2.827433388230814,0.010981551896770058
259.0,2.9845130209103035,0.009011899729850855
259.0,3.141592653589793,0.010229489153313566
279.0,-3.141592653589793,0.002771322388380947
279.0,-2.9845130209103035,0.013957444020368378
279.0,-2.827433388230814,0.020878667959469428
279.0,-2.6703537555513246,0.011568741713343666
279.0,-2.5132741228718345,0.008166091070254716
279.0,-2.356194490192345,0.005666456308580464
279.0,-2.199114857512855,0.0077397685177003255
279.0,-2.0420352248333655,0.006652605481127178
279.0,-1.884955592153876,0.0030161768282068583
279.0,-1.7278759594743864,0.003934604177736577
279.0,-1.5707963267948966,0.004794994851447391
279.0,-1.413716694115407,0.004519001077628695
279.0,-1.2566370614359172,0.004556936288123292
279.0,-1.0995574287564276,0.004056338429792271
279.0,-0.942477796076938,0.00513873550100627
279.0,-0.7853981633974483,0.010646454128239646
279.0,-0.6283185307179586,0.008156419576915392
279.0,-0.471238898038469,0.005232891090150966
279.0,-0.3141592653589793,0.002695598007742478
279.0,-0.15707963267948966,0.0008406989582052764
279.0,0.0,0.00043191472919248015
279.0,0.15707963267948966,0.0008406989582052764
279.0,0.3141592653589793,0.002695598007742478
279.0,0.471238898038469,0.005232891090150966
279.0,0.6283185307179586,0.008156419576915392
279.0,0.7853981633974483,0.010646454128239646
279.0,0.942477796076938,0.00513873550100627
279.0,1.0995574287564276,0.004056338429792271
279.0,1.2566370614359172,0.004556936288123292
279.0,1.413716694115407,0.004519001077628695
279.0,1.5707963267948966,0.004794994851447391
279.0,1.7278759594743864,0.003934604177736577
279.0,1.884955592153876,0.0030161768282068583
279.0,2.0420352248333655,0.006652605481127178
