,Variance,Lag-1 AC,Lag-2 AC,Smax,job_num
0,0.8545454545454545,-1.0,0.9636363636363636,1.0,52602
1,0.9636363636363636,-0.9272727272727274,0.9636363636363636,0.9636363636363636,52603
2,0.5272727272727272,-0.9636363636363636,0.6000000000000001,0.6363636363636364,52604
3,0.8181818181818182,-0.9636363636363636,0.8545454545454545,0.9272727272727274,52605
4,0.6727272727272727,-1.0,0.8181818181818182,0.9272727272727274,52606
5,0.9272727272727274,-1.0,0.8909090909090909,0.9636363636363636,52607
6,0.9272727272727274,-1.0,0.9272727272727274,0.8909090909090909,52608
7,0.9272727272727274,-1.0,0.9272727272727274,0.9636363636363636,52609
8,0.8181818181818182,-1.0,0.9272727272727274,0.8909090909090909,52610
9,0.8909090909090909,-1.0,0.8909090909090909,0.8909090909090909,52611
10,0.7818181818181819,-1.0,0.8909090909090909,0.8909090909090909,52612
11,0.8909090909090909,-1.0,0.9636363636363636,0.9272727272727274,52613
12,0.5272727272727272,-1.0,0.8909090909090909,0.6000000000000001,52614
13,1.0,-1.0,0.8909090909090909,1.0,52615
14,0.1272727272727273,-0.9272727272727274,0.6000000000000001,0.6363636363636364,52616
15,0.8909090909090909,-0.9636363636363636,0.8909090909090909,0.9272727272727274,52617
16,1.0,-1.0,1.0,0.9636363636363636,52618
17,0.7090909090909091,-1.0,0.9636363636363636,0.8545454545454545,52619
18,0.8181818181818182,-1.0,0.9636363636363636,0.8909090909090909,52620
19,0.8181818181818182,-1.0,0.6000000000000001,0.6727272727272727,52621
20,0.8545454545454545,-1.0,1.0,0.8181818181818182,52622
21,0.9272727272727274,-0.9636363636363636,0.8545454545454545,0.8909090909090909,52623
22,0.7454545454545454,-1.0,0.9636363636363636,0.8909090909090909,52624
23,0.8909090909090909,-1.0,0.9636363636363636,0.8909090909090909,52625
24,0.8545454545454545,-1.0,0.7454545454545454,0.9636363636363636,52626
25,0.7818181818181819,-0.9636363636363636,0.5272727272727272,0.6000000000000001,52627
26,0.9636363636363636,-1.0,0.9636363636363636,0.9272727272727274,52628
27,0.8909090909090909,-0.9636363636363636,0.7818181818181819,0.7818181818181819,52629
28,0.38181818181818183,-1.0,0.8545454545454545,0.4909090909090909,52630
29,1.0,-0.9636363636363636,0.8545454545454545,0.7818181818181819,52631
30,0.9272727272727274,-0.9272727272727274,0.8181818181818182,0.8909090909090909,52632
31,1.0,-1.0,0.8181818181818182,1.0,52633
32,0.9636363636363636,-1.0,0.8909090909090909,0.8909090909090909,52634
33,0.45454545454545453,-0.9636363636363636,0.7818181818181819,0.8545454545454545,52635
34,0.7818181818181819,-1.0,0.9636363636363636,0.9636363636363636,52636
35,0.38181818181818183,-1.0,0.9636363636363636,0.6000000000000001,52637
36,0.5636363636363636,-1.0,0.9636363636363636,0.8909090909090909,52638
37,0.7818181818181819,-0.9272727272727274,0.7818181818181819,0.8545454545454545,52640
38,0.7090909090909091,-1.0,0.9272727272727274,0.9636363636363636,52641
39,0.4909090909090909,-1.0,0.8545454545454545,0.7454545454545454,52642
40,0.8545454545454545,-0.9636363636363636,0.8181818181818182,0.9272727272727274,52643
41,0.7818181818181819,-1.0,0.9272727272727274,0.8181818181818182,52644
42,0.8909090909090909,-1.0,0.7818181818181819,0.8909090909090909,52645
43,0.6727272727272727,-1.0,1.0,0.7818181818181819,52646
44,0.45454545454545453,-0.9272727272727274,0.38181818181818183,0.34545454545454546,52647
45,0.7818181818181819,-1.0,0.8909090909090909,0.8181818181818182,52648
46,0.8909090909090909,-1.0,0.7818181818181819,0.8181818181818182,52649
47,-0.018181818181818184,-1.0,0.5272727272727272,0.7818181818181819,52650
48,0.8181818181818182,-1.0,1.0,0.8909090909090909,52651
49,0.41818181818181815,-1.0,0.7090909090909091,0.5636363636363636,52652
50,0.9636363636363636,-0.9636363636363636,0.7818181818181819,0.9636363636363636,52653
51,0.6363636363636364,-0.9636363636363636,0.8545454545454545,0.7818181818181819,52654
52,0.9272727272727274,-1.0,0.8909090909090909,0.8909090909090909,52655
53,0.8909090909090909,-1.0,0.9636363636363636,0.9272727272727274,52656
54,0.5272727272727272,-1.0,0.8909090909090909,0.6363636363636364,52657
55,0.7818181818181819,-1.0,0.8181818181818182,0.7818181818181819,52658
56,0.8545454545454545,-1.0,0.9272727272727274,0.8909090909090909,52659
57,0.9636363636363636,-0.9272727272727274,0.8909090909090909,0.9636363636363636,52660
58,0.8181818181818182,-0.9636363636363636,0.6000000000000001,0.7090909090909091,52661
59,0.9272727272727274,-1.0,0.8181818181818182,0.8545454545454545,52662
60,0.8909090909090909,-1.0,0.5636363636363636,0.9636363636363636,52663
61,0.34545454545454546,-0.8909090909090909,0.5636363636363636,0.4909090909090909,52664
62,0.8181818181818182,-1.0,0.8181818181818182,0.9636363636363636,52665
63,0.7090909090909091,-1.0,0.8909090909090909,0.6363636363636364,52666
64,0.9272727272727274,-1.0,0.7818181818181819,0.9272727272727274,52667
65,0.8181818181818182,-0.9636363636363636,1.0,0.8545454545454545,52668
66,0.8545454545454545,-0.9636363636363636,1.0,0.8181818181818182,52669
