Time,Sample,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax
399,1,0.15195287592745463,-0.04125109019871647,0.0011371138859396117,-0.13387030857861923,3.6255855522431063e-06,0.23870579543003645,0.7612905789844112,0.006574038433641122
399,2,0.14582772668393895,0.03874534668777208,0.008995517513362803,-0.030416444072872837,0.7089425116225506,0.034694793565406765,0.25636269481204266,0.0062932804390882354
399,3,0.1657306179978634,0.0732528251094466,-0.009888525510323432,-0.0609684478937398,0.5441213058023608,0.05434187700400128,0.4015368171936379,0.0070702087277306576
399,4,0.16342650767483588,0.05618235856205255,0.044012308236610176,-0.12571225166285913,3.89193052792442e-05,0.15334629617669587,0.8466147845180249,0.005918328501709026
399,5,0.17681357198243638,0.14888917742431768,0.12433745198932224,0.028916635198717625,0.8529930838163636,0.01752358452313585,0.12948333166050055,0.009810325687002304
399,6,0.15906216954825472,0.09791295630481962,-0.006528811719427334,0.029735240005082413,0.11791659648460771,0.10514646325726437,0.7769369402581279,0.008789229869111133
399,7,0.1441341022197824,0.06452152273445812,-0.0381036910375246,-0.024196160102053145,0.12834162557647394,0.10390390689000525,0.7677544675335207,0.006922756211670133
399,8,0.15448783496180515,0.18014851371605364,0.002144189438869366,-0.10456780164843812,0.9999973673241623,3.1382189590758726e-07,2.3188539418191148e-06,0.007028927101051586
399,9,0.15825745841624775,0.07425814857444708,-0.026623881959203184,-0.061787548249609435,0.6691379668758433,0.03943955885233826,0.29142247427181844,0.005153409520015671
399,10,0.1616564230732397,0.0667508382626847,-0.08417550235549934,-0.06096365257615682,0.1486654166792479,0.10148130858998308,0.7498532747307691,0.005284589415641171
399,11,0.1438328098183828,0.0040082544206528105,-0.07304609275243464,-0.08216755014560592,7.138986618527744e-05,0.11919400599232093,0.8807346041414937,0.0056894524368868655
399,12,0.16873164967612145,-0.05515389953801146,-0.042428085567130375,-0.11136666059270363,3.1989557196480973e-06,0.14909078851693938,0.8509060125273409,0.007048793419268258
399,13,0.16815857741740595,0.011299609496897664,0.00805744727548892,-0.016863536324888892,0.0022659905462280353,0.11893240560108304,0.8788016038526889,0.005610122750539138
399,14,0.16203926953143782,-0.00038720690368540094,0.031579967747768264,-0.07071958311758167,1.3466083063304832e-07,0.2051762579523654,0.7948236073868039,0.005866540817022696
399,15,0.1563885410703229,0.09499224336210225,0.0001816340744258963,-0.09456734192443056,0.05889955438597818,0.11218153147126103,0.8289189141427609,0.006530572065974734
399,16,0.15532533336765147,0.14795023732135223,0.0470633183957099,-0.08378647015183874,0.9834770551546632,0.001969576988796817,0.014553367856540038,0.007965794429575809
399,17,0.16510721408378123,0.013745847362173326,-0.015902279405196985,-0.18668126441955635,0.00019855894605435697,0.14316819436097494,0.8566332466929707,0.006563226422993395
399,18,0.16280213314896996,-0.0019408605586978774,-0.07818932364465608,-0.052615850850518,0.0035534621424814362,0.11877894796586255,0.8776675898916559,0.006375180779198906
399,19,0.15824224919327554,0.07649724796538374,-0.023144228576798202,-0.013899705979152367,0.9831371849822869,0.002010088523082426,0.014852726494630727,0.006176804572208119
399,20,0.17670915689423694,-0.034683252203906625,-0.02372827927521804,-0.10841204226780768,7.489275804688767e-06,0.3382690542753163,0.6617234564488791,0.006887815947790994
399,21,0.16515022233589716,0.040444248599020835,-0.009207946310812155,-0.1107929398035965,0.020723029144145148,0.11673234119944045,0.8625446296564144,0.006230472163639273
399,22,0.15988508852706543,0.06221604358818427,-0.07426067636271619,-0.12260067355227004,0.03953688062919957,0.11448961596586198,0.8459735034049384,0.0066280284104275715
399,23,0.14893890277088517,0.06847999945834704,-0.035827506081109114,-0.09996504044618823,0.002748742859049417,0.11887497592424588,0.8783762812167046,0.00426544325955382
399,24,0.13652856879126898,0.012363382441017704,-0.022802930922684397,-0.07769066921973919,0.001987531053966856,0.11896557369510097,0.879046895250932,0.0044718948722887375
399,25,0.1455087644550024,0.03162621378617262,-0.09539439627502944,-0.11604865886323261,1.5112924991186186e-05,0.11920065864702853,0.8807842284279803,0.004685496096329641
399,26,0.1702573888222368,0.11093299711588447,0.039880151491779654,-0.16221164808171779,0.23957491264889616,0.09064464921223403,0.6697804381388699,0.007899112352002422
399,27,0.16846003286107195,-0.023605409197211758,-0.036819504177452334,-0.12103108171307493,1.2060255299494894e-07,0.869668880407684,0.13033099898976308,0.007946778259779005
399,28,0.15166456061667605,0.0008338965538913538,-0.01877694070395148,-0.13770675179345232,1.0132524721174679e-06,0.34077772787883687,0.659221258868691,0.006498350524480843
399,29,0.15362024674495825,0.01802979303232064,-0.036712749948439816,-0.027954130629087193,0.10907473736152579,0.10620060921937936,0.7847246534190949,0.004846426317569117
399,30,0.15536666120515946,0.038067883313456584,0.004282782716350476,0.07970859998813747,0.0010537332743851,0.11907681627054056,0.8798694504550744,0.008067545282808264
399,31,0.15483388266456333,-0.03814444064418191,0.0088242856555772,-0.11368587941856784,1.2000458958693027e-09,0.959108439196775,0.040891559603179084,0.006654296215032102
399,32,0.16579697249315145,0.055877848519780136,0.007626297955427701,-0.059683772434932364,0.23028155656506463,0.09175233639001469,0.6779661070449208,0.006695350755684206
399,33,0.15102602052908767,-0.007609263397541258,0.01740768639353241,0.0664495103810881,1.4744767735533812e-05,0.11920079348318796,0.8807844617490765,0.005667347312403903
399,34,0.14911683912079846,0.034483500523993744,0.06298559566612079,-0.025586968819750824,0.0923151377586998,0.10819831757817179,0.7994865446631284,0.008978819574457316
399,35,0.15026684465899257,0.022121035958777433,-0.008301457097831307,-0.041920008710860525,2.3024205055680716e-05,0.11919980141599146,0.8807771743789528,0.00434610359381442
399,36,0.17039434079129423,0.06058825983269906,0.10221464746574377,-0.11628676662294492,0.06118910963620855,0.11190872028024242,0.826902170083549,0.0068334062694226545
399,37,0.16990825727602146,0.011332723669982912,-0.036521045956775765,-0.02678773792076713,0.00018498840430819486,0.1191808177540648,0.880634193841627,0.006523531726355193
399,38,0.15424773203872497,-0.005217333911440267,-0.10714852351431714,-0.00034628999358851784,0.036998210817948504,0.11479219136170934,0.8482095978203422,0.0060868031279617575
399,39,0.16944307200288286,0.010492607337517057,-0.032836956277036804,-0.06366540693298989,5.589885237727794e-08,0.1831774082178893,0.8168225358832583,0.005044249951311229
399,40,0.15256885777285423,-0.03726142202680229,0.029626527303343822,-0.07985997522275123,8.1016313556567e-08,0.4999071950246563,0.5000927239590301,0.00536805763582578
399,41,0.1602278113772967,0.006881969152777991,-0.055924193858879964,-0.07082407086303753,1.088044969894785e-06,0.13574888631536972,0.8642500256396604,0.006277476133250658
399,42,0.14840989768535204,-0.0058833452597351395,-0.037753856747095686,0.04248759343693541,0.00027237718277908426,0.11917006643767934,0.8805575563795416,0.006188961350801311
399,43,0.16559234740030804,0.07762184134212353,-0.1017241675537083,-0.1931150206790413,0.06267583722281869,0.11173148957110528,0.8255926732060761,0.006399397866019942
399,44,0.17603777129984455,0.01520539858539163,0.06237315290513513,-0.07760298188391865,0.028221103864276693,0.11583854265979235,0.855940353475931,0.0064721615794722295
399,45,0.15613452663514965,0.07323782063611622,-0.024585316755977388,-0.08207951449417467,0.02214566563915796,0.11656271246645213,0.8612916218943899,0.006317899220454365
399,46,0.15731604693750184,0.11344403300714322,0.017522597441691146,0.06573223434843171,0.98860542280039,0.001358260784362873,0.01003631641524719,0.007686656143033417
399,47,0.14407924279995607,0.06581738235332836,0.021035920227533422,-0.0597094068629137,0.0009376360080430663,0.11909089387974103,0.8799714701122159,0.005421891073461292
399,48,0.15610186372865473,0.14653840282933148,-0.004490742058083224,-0.04089132117929329,0.9999199544581555,9.54161257583211e-06,7.050392926859477e-05,0.007256016750739211
399,49,0.15804479518069947,0.01333789104779493,0.019786661094175158,-0.1272304453584723,0.0017098796226506544,0.1189987119760782,0.8792914084012712,0.005670741551471725
399,50,0.15540560212368407,0.039953773354375346,-0.05764162697717305,-0.051318131806013786,0.002756406415993981,0.11887387800564454,0.8783697155783614,0.005415306623684282
399,51,0.17685827940761656,0.12081730827290678,0.04247079500465204,-0.042719009318233664,0.9247018059661832,0.008975735574353124,0.06632245845946357,0.011715827105552514
399,52,0.16193066047883506,0.11876933751245931,0.01953993792688571,-0.07286694860498732,0.9981178596304867,0.00022435578956427814,0.0016577845799489754,0.00923685703203864
399,53,0.15471142351067468,-0.01429903347997733,-0.00888448120916597,0.08111172371397789,4.96161430192161e-07,0.11920279558573788,0.880796708252832,0.005490218954056051
399,54,0.1706437254149207,0.03271897149640871,0.03277563262260369,-0.13769843093036735,4.0819081386749184e-05,0.1860189081741258,0.8139402727444874,0.006091811564270014
399,55,0.16391982120644613,0.16217959735525073,0.03276248207625803,8.631538331164636e-05,0.9981200851120833,0.0002240907780297809,0.001655824109886826,0.008470702569842318
399,56,0.1526338608666998,-0.06915058907873207,-0.041281093988183706,-0.08062794248569119,8.678743205240639e-07,0.3316609572511191,0.6683381748745603,0.006325944165765215
399,57,0.16825590249543856,0.07567815721775308,0.04255053004331187,-0.055958889128450394,0.7749985574537194,0.02682072070519712,0.19818072184108354,0.007522930364772963
399,58,0.15263286216002347,0.04022048241900984,0.01212430426460438,-0.0007495826458728314,0.0030146099026694194,0.11884298616966184,0.8781424039276688,0.006802076474074442
399,59,0.16433597561441965,0.03896491748342073,0.007522089231575608,-0.08558646339058895,0.014059014100499381,0.11752663848546475,0.8684143474140359,0.006401532148096689
399,60,0.16275811097761483,0.10921312040102432,-0.0013288856029844338,-0.017619469072929963,0.9892791070527872,0.0012779552413000835,0.009442937705912638,0.006894775303751083
399,61,0.1685662324155504,0.0803452455814633,-0.0406624192275396,-0.08178112335177593,0.1160102431688053,0.10537377219613416,0.7786159846350604,0.006721085408725497
399,62,0.17060344710662764,0.07263787792246022,0.048061814068579504,-0.01916168469182219,0.07949996553615435,0.10972598435243042,0.8107740501114152,0.008086159501347456
399,63,0.15844094498747271,0.04940613675505323,0.01678427627580309,-0.12150189951053515,0.04942156043683611,0.11331129505011829,0.8372671445130456,0.005937341560575615
399,64,0.16177421932602826,0.140245519845159,0.001670498129980915,-0.08299483058891749,0.9991707852288813,9.884459926664133e-05,0.0007303701718521089,0.0065453978781076574
399,65,0.1695885969321381,0.06597580639550958,-0.09005946783904874,-0.08205191948832069,0.005254293541643548,0.11857648903286476,0.8761692174254917,0.006658432167492698
399,66,0.1611921270607926,-0.012220641686356323,-0.021873420508760424,0.004345635111715785,0.0005030069143266623,0.11914262229309663,0.8803543707925767,0.00753529753324572
399,67,0.1823060542936122,0.10715327085644309,-0.02713090524445849,-0.002538392428440816,0.9902913263676063,0.0011572984367057555,0.008551375195687874,0.00840084886311388
399,68,0.1642573357082473,0.004682616184654036,-0.06017818984206784,-0.12448574447994068,0.0006152209283829351,0.11912926047005537,0.8802555186015618,0.0062315535291834825
399,69,0.17745408783490343,0.03321599491013544,-0.00018651431734244012,-0.07607218571413264,0.0006993081746110063,0.11911919097154419,0.8801815008538447,0.006386733044855477
