Time,,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax
399,Lower,0.04350141603830208,0.29665042757895577,0.09289984743792377,-0.011672505860336488,0.9790232913584742,3.0688062134105866e-05,3.553336473859119e-06,0.003355249599999463
399,Mean,0.044243596280154555,0.3051154209822057,0.10231288530039942,-0.0010064849281989504,0.9926993890420759,0.007289078797983894,1.1532159940079e-05,0.0034677918533019135
399,Upper,0.045050340112768816,0.3131644463234957,0.11236914197768212,0.010007487245536923,0.9999570188326015,0.021654628806961094,2.4653365689367493e-05,0.00358429083583421
419,Lower,0.04307500299237845,0.28515294814846376,0.10147906972395297,-0.009451157600271355,0.9188168617297505,0.009824356925447586,5.167139028753877e-05,0.0033244429226897652
419,Mean,0.043653523026577094,0.2930193369934435,0.10942131370654357,-0.0002298572785436525,0.9596516068731873,0.03981958678901976,0.0005288063377928905,0.003439793242301551
419,Upper,0.04420091969647671,0.300714035347836,0.11811862749262783,0.008498703422202858,0.9886876350958832,0.08121543562681822,0.001446029996395386,0.003555127254968402
439,Lower,0.04507275535838233,0.30162629743164954,0.08634944580336427,-0.02723659077693931,0.9245050560144873,0.008143150426686204,7.3820041980218365e-06,0.0034637400347473277
439,Mean,0.04558985547872729,0.31153710289891196,0.09690423337111272,-0.017281020987388283,0.9645048359260948,0.035420011279795084,7.515279410998784e-05,0.0035779236104359186
439,Upper,0.0461796604074466,0.32139256210236056,0.10707437547544525,-0.008260522647909671,0.9926431772875072,0.07336918713757298,0.00016396486669199446,0.0036931401954974482
459,Lower,0.0464061843147268,0.3294459750174885,0.1042154159617961,-0.018324232923072035,0.9243774193133956,0.009506195628772193,2.0281902929426526e-06,0.0036749617226467727
459,Mean,0.0470276520532768,0.33973508916807094,0.11405220502721347,-0.008568172280008522,0.9633955538441363,0.03659751956945784,6.9265864060149644e-06,0.0038035071918478837
459,Upper,0.04758940622969907,0.35081885661422096,0.12375519739058725,0.0018404151375489195,0.9938724477586526,0.07189643341201962,1.3782503350681714e-05,0.003935729260403703
479,Lower,0.045604315034720753,0.3370202245939331,0.10842731322372501,-0.021130229836885703,0.9238383842336743,0.007632267691046209,2.698433353033166e-07,0.0036836490190273424
479,Mean,0.04627564940163459,0.3462414072749482,0.11773510379456051,-0.010493139965503946,0.9633700053267944,0.03662858550558356,1.4091676217236043e-06,0.0038004977854101066
479,Upper,0.04690048318143267,0.3555193720856013,0.1278521651500675,0.00015558904269224127,0.9930658312033144,0.0740556321505219,3.448381755470254e-06,0.003914788088400354
499,Lower,0.04661764679398528,0.3407711093654492,0.11173149804847146,-0.008995722878924363,0.9307282823318593,0.009298642511165288,4.1814311469272525e-06,0.0037078001972054115
499,Mean,0.04717995183379253,0.3485632778475847,0.12091208622035747,0.0009723242064335508,0.9649077489021994,0.035044771262414176,4.747983538644506e-05,0.0038216384303263688
499,Upper,0.04772969919468391,0.35629161060865017,0.1293809352760699,0.010381640504714282,0.9898472926625623,0.06834576275540839,0.00011442616852606542,0.003933283757985453
519,Lower,0.04618461831813667,0.3460622780056715,0.10652171727453097,-0.012956234758155551,0.9645082339017451,0.00014909602561717964,8.400420208712579e-08,0.003593411865833886
519,Mean,0.04683134633075039,0.35425415398112237,0.11485995988820742,-0.0027406033520197587,0.9854663164922164,0.014533485021346222,1.9848643763535557e-07,0.0037006974873455153
519,Upper,0.047499073208333346,0.3623368090418147,0.12312681936390944,0.00820115333356761,0.9998374647646127,0.03742082738145622,3.385225571234347e-07,0.0037961325516907085
539,Lower,0.045711771437737615,0.36955477449897944,0.12735575096801885,0.0008207593042937658,0.9688394097877823,5.931562217041628e-05,2.2378716695722588e-08,0.003618310725740953
539,Mean,0.04634961368019063,0.37768956231453826,0.135903824114776,0.010173310739600245,0.9890050131498778,0.010993978736451106,1.0081136711502946e-06,0.003727203624946926
539,Upper,0.04700004276954488,0.38553855439859613,0.14342678834392758,0.01856426677508606,0.9999335812304055,0.030916866536529964,2.9034937109932703e-06,0.003842631600385054
559,Lower,0.04398798285487929,0.3614638446218201,0.10926404879697489,-0.014574410983156356,0.931459768933982,0.000978050255737559,4.3619654795759785e-08,0.003484433461243409
559,Mean,0.04449553669603235,0.370186766401981,0.11757524877748819,-0.006683813191740744,0.9703377434058504,0.029662042524404117,2.1406974544542817e-07,0.003605389700893042
559,Upper,0.045003559604988495,0.37898208768091385,0.12572802628885943,0.0014006054360091072,0.999018912454173,0.06705629790556764,4.6385520954202185e-07,0.003724871519676064
579,Lower,0.045813315580523595,0.381027438015901,0.11913596058225577,0.004580621612639864,0.9997392924175406,9.105880789405661e-06,1.7672356322418263e-08,0.003587979158043425
579,Mean,0.04645793324216884,0.3889825696426738,0.12880413275655658,0.014969024657807915,0.9998843995625318,0.00011552944325645561,7.099421171340742e-08,0.003687404537310807
579,Upper,0.047116116281328314,0.3972918694844759,0.13865940739400698,0.02459757601269512,0.9999923618080634,0.00024413766875294675,1.4741382531393744e-07,0.003793262460741038
599,Lower,0.04511361283189233,0.37547533646593306,0.1161014424676165,0.00039211485778552853,0.9445565599464124,0.002331391860552287,8.437557482001309e-08,0.003632189005599188
599,Mean,0.04573140784907866,0.38442004861599616,0.12770084537429793,0.010441526620631114,0.9734873851993933,0.026509511724051017,3.1030765555911076e-06,0.003741884738452314
599,Upper,0.046389691295072144,0.3926174025896565,0.13846277045731387,0.021186602020276828,0.9975004696442724,0.05999332170053259,8.102917835452407e-06,0.003856766208914303
