Realisation number,Variable,index,Coefficient of variation,Smax,Lag-3 AC,Standard deviation,Variance,Kurtosis,Lag-1 AC,Smax/Var,Lag-2 AC
1,x,0,0.9248128229463248,0.8701298701298701,-0.9028999261836971,0.9241590214067278,0.9241590214067278,-0.16393546346093008,-0.985595275756617,0.6363636363636364,0.9521037646314456
2,x,0,0.7652430665401243,0.7316017316017316,-0.37072656332384263,0.7581567014657808,0.7581567014657808,-0.34847622060529365,-0.9837182326268057,0.7316017316017316,0.8470948012232415
3,x,0,0.6606980913213117,0.8354978354978355,-0.9124116840662236,0.6587155963302751,0.6587155963302751,0.5745017399557102,-0.9718021723083411,0.7056277056277056,0.8472002530844669
4,x,0,0.9343878519455868,0.8961038961038961,-0.7357376357692712,0.9357376357692712,0.9357376357692712,0.4023621216914478,-0.9839291363492565,0.7922077922077922,0.7911631340293155
5,x,0,0.6615627965833596,0.7835497835497836,-0.7229357798165137,0.6581883370241485,0.6581883370241485,0.21936096172097436,-0.9878308552145945,0.7575757575757576,0.6134978382368448
6,x,0,0.83011705156596,0.8528138528138528,-0.8342929452704838,0.8320784561847515,0.8320784561847515,-0.09807023093957606,-0.9854054624064114,0.7662337662337663,0.8322471791627121
7,x,0,0.8503216281767373,0.8095238095238095,-0.8485922176526414,0.8540124433196244,0.8540124433196244,0.4365707054729515,-0.9897078983444056,0.7056277056277056,0.8113044395233575
8,x,0,0.9004112622587787,0.8528138528138528,-0.6113255298956026,0.8999894548138773,0.8999894548138773,0.48250553622271425,-0.9845407571443635,0.7575757575757576,0.889971527997469
9,x,0,0.5858061794790678,0.7835497835497836,-0.6945481387746493,0.5827058947590424,0.5827058947590424,0.29954655699673094,-0.9875355900031634,0.7662337662337663,0.7432036275440261
10,x,0,0.9453759358852682,0.9393939393939393,-0.9248128229463248,0.9445534113677106,0.9445534113677106,0.7597384793841611,-0.9883370241484761,0.8787878787878788,0.9303174101022881
11,x,0,0.8358747231888641,0.8614718614718614,-0.8087103237372139,0.8360223557945797,0.8360223557945797,0.5283981862279868,-0.9681746282821891,0.8268398268398268,0.8302857745439206
12,x,0,0.6856058209427396,0.8008658008658008,-0.9451650321628176,0.6805863123484129,0.6805863123484129,0.37895180849942,-0.9821153643361804,0.7229437229437229,0.8083939681535378
13,x,0,0.822566698302225,0.7575757575757576,-0.6558473057049455,0.8203100284720025,0.8203100284720025,0.6389539175366444,-0.9836971422545607,0.6623376623376623,0.8425392808183064
14,x,0,0.9436887061056626,0.8961038961038961,-0.8008225245175576,0.9433512601497415,0.9433512601497415,0.10990192976906041,-0.9888431930823579,0.8441558441558441,0.8794263418749338
15,x,0,0.8148265316882842,0.8701298701298701,-0.5193082357903616,0.813835284192766,0.813835284192766,0.4113255298956026,-0.9782769165875776,0.8095238095238095,0.7054096804808604
16,x,0,0.875798797848782,0.8874458874458874,-0.8537382684804385,0.8752504481704101,0.8752504481704101,0.42271433090794047,-0.9828746177370029,0.8181818181818182,0.7235263102393756
17,x,0,0.5337973215227249,0.7142857142857142,-0.7998945481387746,0.5348307497627333,0.5348307497627333,0.6777602024675735,-0.9814193820520931,0.6796536796536796,0.7175788252662658
18,x,0,0.8830749762733312,0.8701298701298701,-0.7435621638721922,0.8840240430243593,0.8840240430243593,-0.11296003374459558,-0.9733839502267214,0.8095238095238095,0.8756722556153115
19,x,0,0.0805441316039228,0.8095238095238095,-0.6008436148898028,0.0734788569018243,0.0734788569018243,0.37112728039649895,-0.9765475060634818,0.8008658008658008,0.6542022566698301
20,x,0,0.696551724137931,0.6969696969696969,-0.6094906675102815,0.7014868712432774,0.7014868712432774,0.23283770958557418,-0.9868396077190761,0.6190476190476191,0.6900769798586944
