0.,0.5,1.,1.5,2.,2.5,3.,3.5,4.,4.5,5.,5.5,6.,6.5,7.,7.5,8.,8.5,9.,9.5,10.,10.5,11.,11.5,12.,12.5,13.,13.5,14.,14.5,15.,15.5,16.,16.5,17.,17.5,18.,18.5,19.,19.5,20.,20.5,21.,21.5,22.,22.5,23.,23.5,24.,24.5,25.
1.9902,1.9912999999999998,1.9947,2.0002999999999997,2.0080999999999998,2.0178,2.0295,2.043,2.0582,2.0751,2.0936,2.1136,2.1349,2.1574999999999998,2.1813,2.2061,2.2319,2.2584999999999997,2.2858,2.3137,2.3421,2.3709,2.3998999999999997,2.4292,2.4587,2.4881,2.5176,2.5469999999999997,2.5762,2.6052999999999997,2.6341,2.6627,2.6911,2.7191,2.7468,2.7741,2.8011999999999997,2.8278,2.8541,2.88,2.9055,2.9307,2.9554,2.9798,3.0039,3.0275,3.0507999999999997,3.0736999999999997,3.0963000000000003,3.1185,3.1404
