1.,7.349585833848197e-20,1.7894919320230235e-18
1.,7.395227528346299e-26,2.688160556457462e-24
1.,5.796482836116774e-25,1.7468578076418158e-23
1.,8.555354999899497e-25,2.4365661568660337e-23
1.,1.7103050253040174e-34,4.585671368728961e-33
1.,3.196672244039826e-27,1.2645994926705415e-25
0.9999999999999996,4.3844077179909786e-16,5.822879858281114e-20
1.,2.1985602586803203e-30,6.387113812699193e-29
1.,3.407998959732365e-31,3.652464631178344e-29
1.,2.6017185755904044e-24,1.1402761412445035e-22
1.,1.9820033836608302e-23,5.221561070318517e-22
1.,2.5136994546905874e-23,5.253423961806524e-22
1.,1.380465761412688e-20,7.301630673217944e-19
1.,1.2103365689692114e-23,4.846424728655474e-22
1.,1.410867036246064e-19,1.4275264983483943e-17
1.,4.731083447090185e-22,1.5183970062931034e-19
1.,2.5010012646055983e-34,6.624210587338868e-33
1.,3.93128301906853e-28,1.3902188312940862e-26
1.,2.0850282514765536e-24,7.984459158326151e-23
1.,4.130360022551509e-24,9.169877633669962e-22
1.,1.2535053252524207e-25,5.092750900736409e-24
0.9999999999982705,9.515492320372953e-13,7.78143715537252e-13
1.,5.0861831813769224e-23,1.2090768950547348e-20
1.,2.279996804601155e-22,6.390766432997163e-20
1.,1.8380497071296942e-22,1.3352145423069456e-19
1.,1.883937497835767e-23,4.313790210727644e-21
1.,2.5204783475402e-23,1.0335759025391907e-21
1.,3.395640687810497e-21,7.046671543530133e-20
1.,1.0233352095738012e-17,9.43608421889189e-17
1.,1.5561713462482346e-21,3.244432627381784e-19
1.,1.323180154527086e-21,1.1648136960816004e-19
1.,8.191641324266548e-23,4.834599982318486e-21
1.,4.611598332451834e-22,1.5018973487652394e-20
0.999999999999923,1.1813242597892544e-14,6.536588154575922e-14
1.,5.478350781052093e-28,4.0608446941294956e-30
1.,3.362532839251535e-18,6.702126257551854e-21
1.,2.8005972877512746e-21,9.908888500096505e-20
1.,2.875889357111416e-20,4.043658925375142e-19
0.999999999997605,2.394779727030359e-12,1.662028872838923e-16
1.,3.0492948875028956e-27,1.2514588582392597e-25
1.,2.3976412362226293e-25,8.696299221804578e-23
1.,6.454134639718617e-28,1.7331149517064885e-26
1.,1.834890464642976e-19,6.696209240045401e-18
1.,2.5163971567082652e-23,7.474801856425437e-21
0.9999999999956819,4.2925442485505775e-13,3.888812344985167e-12
1.,5.16652642623319e-21,1.0513863534654862e-19
0.9999999999999889,3.1804915156630986e-15,7.902776698733668e-15
1.,7.629300668224472e-22,2.8656023352735458e-19
1.,5.259932506904391e-32,9.253331834821065e-30
0.9999999999869527,3.680192036927584e-12,9.367067179011878e-12
1.,4.827314614543144e-21,2.0001172093601044e-19
0.9999999999999905,8.152337830991464e-18,9.582925404971837e-15
0.999999999999388,2.590475772942017e-13,3.528109124188911e-13
1.,2.2397377694144032e-20,2.973300327992204e-19
1.,4.984901123420034e-21,3.51369245075033e-18
1.,1.896119012682153e-22,7.946075542567759e-21
0.9999999998077302,7.020585764349331e-11,1.2206387931531643e-10
1.,9.679978877016367e-23,1.4273137261203004e-21
1.,4.1817734741443447e-20,2.1920441416949368e-17
1.,3.905856353632998e-29,5.5468987344157395e-27
0.999999999999998,2.0037233297569257e-18,2.012632850460303e-15
0.9999999999999998,1.4637925428803024e-19,2.09292568445778e-16
1.,3.8249839418194095e-21,3.7319454226265524e-19
0.9999999999999989,9.960311791525842e-19,1.0202462201545304e-15
0.9999999999999993,5.686039948889071e-16,6.992052951816576e-19
1.,2.5101048791092312e-21,1.7522332040939198e-19
1.,6.589066268571002e-24,3.0533395519295223e-21
1.,1.2610379706548952e-19,1.0989411784975492e-18
1.,3.133646942127e-25,4.751732064043078e-24
1.,2.1958920140528952e-26,9.131498182126091e-25
0.9999999999999087,5.32461128825181e-19,9.135240442370073e-14
1.,3.490383434519192e-20,7.819329019183664e-17
0.9999999999999192,7.90017024741328e-17,8.082478610998016e-14
1.,2.178807750361407e-22,1.835242095508922e-19
0.9999999999913147,8.683015265165129e-12,2.3096132957709568e-15
1.,4.59329904924501e-21,6.258824907831851e-23
0.9999999999999885,1.472921961125974e-17,1.1531977184198052e-14
1.,4.456594177735997e-18,5.671453566027229e-17
1.,1.7138321152276863e-27,5.756246689385128e-26
1.,4.051253099753441e-21,1.4224578142927162e-19
1.,2.0264127602700854e-20,6.299262606838607e-19
0.9999999999996865,7.903021722911047e-17,3.1346907583549816e-13
0.9999999999999922,3.6428507234072835e-19,7.695854059928131e-15
0.9999999999999969,5.50916677668816e-19,3.15064779159024e-15
0.9999999999999998,2.6086260680358066e-18,1.5064790795800887e-16
0.9999999999998819,8.702133163844152e-17,1.1806516582812073e-13
1.,1.0905380865480014e-20,1.3226865029191345e-18
1.,5.0602709043155964e-20,3.018954498410096e-18
1.,9.000612044138304e-21,3.6718017379651745e-18
1.,5.486938836923667e-18,4.443263771161723e-17
1.,3.8046554678296484e-22,5.022668373321822e-21
0.9999999999996729,3.674260526747788e-14,2.904857177537631e-13
1.,1.5401172942255804e-17,1.7474601357056673e-26
0.9999999943226037,8.211185230579488e-15,5.677388112696957e-9
1.,1.1725883905875908e-20,1.4501312982304904e-17
0.9999999999507934,5.411712944691247e-12,4.379492304380129e-11
1.,2.1872813577321535e-20,2.298393311822059e-17
0.9999999999999998,3.5378783408515455e-18,2.767666377074326e-16
1.,2.0225484480330514e-21,1.6125375240247058e-18
1.,1.1602166724105462e-22,1.070012275452158e-20
1.,4.595377081863281e-21,1.9217688048495684e-18
1.,7.06375810395677e-24,4.518832853268594e-21
0.9999999999997176,5.588729507900808e-14,2.2649383760699162e-13
1.,6.909129908736463e-26,1.0031487901302022e-23
0.9999999999385603,6.143294748392102e-11,6.79590269829132e-15
1.,2.3169687225828914e-21,7.149801395655493e-20
0.9999999999999998,2.845090396321131e-20,1.9084195785256627e-16
0.9999999999986815,1.094283228434161e-14,1.3077305928622957e-12
0.9999999962275576,2.3269144976287434e-15,3.772440178927674e-9
1.,3.003809212311698e-21,3.904138816104752e-19
0.9999999999656544,2.1627297722776404e-14,3.432405355884798e-11
0.9999999999999862,6.537452910948091e-18,1.3844356188687137e-14
0.9999999999999989,7.5639092964453e-19,1.1517238461078684e-15
1.,1.1996016423904026e-20,1.0037037368527371e-17
1.,1.2862174205775083e-20,3.578606583736532e-17
1.,1.090294909588073e-21,9.699900698216624e-19
0.9999999999999996,3.745425049438932e-19,4.156596437158068e-16
1.,4.956632702615309e-18,3.234396707732442e-20
1.,2.1640311251926396e-28,5.4604611295526445e-27
1.,1.8496025035605249e-28,3.4704711206431065e-26
0.9999999999999831,9.237353990534096e-19,1.6808617218111605e-14
0.9999999998763447,3.293256879957386e-15,1.2365188678969705e-10
0.9999999999999993,1.1890603442706574e-19,6.375935820093594e-16
0.9999999999901841,7.572369122891273e-16,9.815336687969213e-12
0.9999999999999409,5.515447318394455e-18,5.897195832191017e-14
0.9999999999999989,1.1549777739040257e-18,1.0064290550468343e-15
0.9999999999999647,7.64171687194451e-18,3.540762480767621e-14
1.,5.278016001308356e-23,5.889713258748963e-21
1.,5.693504608198683e-23,5.226237407876163e-20
1.,6.030051348826729e-22,9.442904279736579e-20
1.,1.1108293952868463e-21,1.3151035772937814e-19
1.,8.555858116867156e-21,1.0401384913817604e-17
1.,6.008217112150447e-21,1.7308908303857688e-19
1.,3.165304134826477e-28,1.0944018899274137e-26
0.999999999997603,1.8200588400472568e-19,2.3969234799445523e-12
0.9999999999459632,2.909622791781921e-16,5.403658127686741e-11
0.9999999993662494,1.6738692368505282e-14,6.337340160749078e-10
0.9999999999998987,1.6740099895681631e-18,1.0118027800169175e-13
0.9999999999994427,4.0727368507868525e-14,5.167938239546329e-13
0.9999999999999925,1.7416795603346165e-17,7.541345448205972e-15
0.9999999999992402,1.3450461425341848e-15,7.585462746056145e-13
0.9999999999993558,6.237932684783075e-13,2.0457420688730585e-14
1.,7.463370450814099e-22,1.00480558442987e-20
1.,8.839037310010845e-21,7.518370983200947e-19
0.9999999999999998,5.315595762950455e-20,1.6084311417123994e-16
1.,2.8711587255188137e-23,2.902039076351529e-20
0.9999999999999893,1.0605624953937727e-14,8.645369135054297e-18
