,Quantile,Time,State variable,Smoothing,Residuals,Variance,Lag-1 AC,Lag-2 AC,Lag-3 AC,AIC fold,AIC hopf,AIC null,Smax,Smax/Var
0,0.05,124,-0.0778653206153674,-0.115466591956306,-0.08243275708605143,0.036087837390782404,0.2853828144581457,-0.05500313602161786,-0.16551267181711793,0.1949783363375893,7.253728890155238e-05,3.5782593560657053e-06,0.003397122768117027,0.09053694492319472
1,0.05,144,-0.10588552739192494,-0.08527374132792319,-0.1353876481075632,0.032970260919973904,0.18265782740928027,-0.07744836298540915,-0.08129733912204037,0.19379940395915424,2.3260646650556107e-09,6.500269905647359e-10,0.0027683262379752916,0.07946053516064204
2,0.05,164,-0.03579872173576639,0.04751522521650717,-0.11746886397173609,0.03352945539412089,0.15373468496413828,-0.015151999647711011,-0.14788864253601314,0.1639724798908245,3.5762713200321916e-09,2.8608362260216834e-05,0.0028269648771848373,0.07329414521054892
3,0.05,184,-0.406986458086784,-0.23437481409248023,-0.21692148746453183,0.028060147103134817,0.11308456903811129,-0.012565805094129082,-0.09239902387667621,0.8281600500263777,1.2981725960503477e-13,6.342140364405907e-06,0.0019988089085030553,0.0631708410083159
4,0.05,204,-0.2473898123645345,-0.20067687734884107,-0.07366837869001527,0.030439973560262117,0.2595423493420694,0.02720740034314134,-0.13016538471280384,0.07113084922384726,0.003722083220226833,8.461136754038484e-08,0.002618765697018839,0.0802227948992899
5,0.05,224,-0.21493983273594283,-0.22984614715070292,-0.16525798609757003,0.03246873510779573,0.12861256358835088,0.06440709661763472,-0.08687345735727137,0.025170361101014536,3.731591643307094e-11,7.99442946420216e-07,0.0022683219902864577,0.06871168002616866
6,0.05,244,-0.22948923537609184,-0.1728590944100078,-0.08811003011236591,0.031902844902181565,0.16347407828606875,0.1051551694128347,-0.13985421788180918,0.10965452885437899,1.1604117758517527e-09,2.9280039007229187e-05,0.002852288561029632,0.08723560844646311
7,0.05,264,-0.3066982969453463,-0.19791773279773095,-0.4350786869166986,0.03699750784596997,0.2910843842390718,0.09726038144030244,-0.10255194296157967,7.422240907279099e-05,1.3490982345061588e-06,1.8187490329593583e-09,0.002820220430983772,0.07341768379262865
8,0.05,284,-0.1434917564776974,-0.08679001810788732,-0.08080176477554818,0.029946581843743318,0.18089124881010527,0.07465093776258759,-0.0508170509775097,0.21849453581492945,6.358198049119399e-13,1.5171352759288706e-05,0.001864114367016027,0.05449043686851829
9,0.05,304,-0.17598566222495826,-0.22468605452079962,-0.07789880082025476,0.029346545000032174,0.33820010076230267,0.08568287909267139,-0.22786657055036083,2.544886660427591e-09,0.0007584375669326058,1.01819421909593e-13,0.002421048080956742,0.07898298292459853
10,0.05,324,-0.22254396405444227,-0.170696659568662,-0.5268192994767543,0.03031748546128155,0.2237883044324061,0.08147283992354971,-0.08606138393735414,0.9737221898867052,1.0736937682590916e-09,2.7686244488417346e-06,0.0026183617441467646,0.08634005241929667
11,0.05,344,-0.010710332278887338,-0.08373386175449608,-0.08567499410542316,0.02970860306839126,0.43513858914185916,0.19025409884646435,0.09073076116651395,0.13883447331156204,0.0011518898072307544,4.031207117064586e-12,0.003224511997066339,0.10417055338246214
12,0.05,364,-0.03717088371333492,-0.0809903056937531,-0.05745520025275935,0.03167190838029238,0.4269107876813071,0.09390417699475101,-0.07103604668738393,2.0669858050294267e-10,2.0989364784350382e-05,2.7638898397935897e-18,0.0033543457373656684,0.10319445919935019
13,0.05,384,0.018876883320585236,-0.09378187134237194,-0.13636831057887464,0.028056149131285534,0.428870071528116,0.13338071516734662,-0.01400515694817861,1.2447924777283226e-07,0.017316155555622357,3.798078488317487e-17,0.002910123225674461,0.09633944734001579
14,0.25,124,0.005959610477150434,-0.014109194413673629,-0.07331434953096416,0.03693753492900253,0.2913134589167602,-0.04953061262078202,-0.11266791258990393,0.9748902896894134,0.00010120778021265662,1.783461802989308e-05,0.0037510984904222,0.10155248577448846
15,0.25,144,-0.0972426956121808,0.04390307221901907,-0.06914101031429587,0.03557611470518019,0.2625794606755317,0.0036772877752408646,-0.05526434612514886,0.9689421060966368,1.0407955053123895e-08,2.8458207289256278e-09,0.0029056737899518527,0.08990661834862157
16,0.25,164,-0.021296716480600608,0.04803315803392226,-0.06932987451452287,0.03621349502242867,0.18827100586677128,-0.007274818792729177,-0.042423990371413346,0.8198177377588611,1.5382944425647736e-08,0.00014300964879245803,0.0029773315447319693,0.07545024558370392
17,0.25,184,0.0016242551010439144,-0.0732951586402115,-0.14662980360988484,0.03086977200516497,0.16902633236135864,0.011690221236042103,-0.08212570951461587,0.9897207795382481,3.598738294356841e-13,2.3921068206330165e-05,0.0022109002873552585,0.07652293670435442
18,0.25,204,-0.19026605099954885,-0.17619472693695445,-0.006276118010311473,0.03225916038840369,0.2991954739127108,0.04333289364805562,-0.10354026089302121,0.3556542461047997,0.018610415442410422,4.230567977611638e-07,0.0026434676714465317,0.08712939117218423
19,0.25,224,-0.21410916285750048,-0.021847124058944484,-0.05724177529362601,0.033201325000906785,0.13636691837528137,0.09359589574365759,-0.04446052210345845,0.04102364661046843,4.287371502474888e-11,3.4992673202396177e-06,0.0022911060370080895,0.07096373970156782
20,0.25,244,0.14605042488709863,-0.048256176151555134,0.036907155307244394,0.03240514106193152,0.18281593780174552,0.1112816387468057,-0.1275833533704557,0.33766960284094344,3.5959902326612796e-09,8.168190720462144e-05,0.003128415651172218,0.09262060692601928
