Time,Frequency,Empirical
199.0,-3.141592653589793,0.0027221928269853136
199.0,-2.9845130209103035,0.0037130727693155843
199.0,-2.827433388230814,0.00439898083503741
199.0,-2.6703537555513246,0.004307983313082499
199.0,-2.5132741228718345,0.004823068344884638
199.0,-2.356194490192345,0.006175875286633505
199.0,-2.199114857512855,0.0056323253569888175
199.0,-2.0420352248333655,0.006011141982017484
199.0,-1.884955592153876,0.004240989229640315
199.0,-1.7278759594743864,0.0044963628947704785
199.0,-1.5707963267948966,0.006512875877341625
199.0,-1.413716694115407,0.009212363022957873
199.0,-1.2566370614359172,0.010358056822291786
199.0,-1.0995574287564276,0.012972373788136461
199.0,-0.942477796076938,0.006947310496845089
199.0,-0.7853981633974483,0.005806217470057346
199.0,-0.6283185307179586,0.0065988724960475064
199.0,-0.471238898038469,0.005278800270334293
199.0,-0.3141592653589793,0.005771087213126422
199.0,-0.15707963267948966,0.008777931471698518
199.0,0.0,0.003047344401130879
199.0,0.15707963267948966,0.008777931471698518
199.0,0.3141592653589793,0.005771087213126422
199.0,0.471238898038469,0.005278800270334293
199.0,0.6283185307179586,0.0065988724960475064
199.0,0.7853981633974483,0.005806217470057346
199.0,0.942477796076938,0.006947310496845089
199.0,1.0995574287564276,0.012972373788136461
199.0,1.2566370614359172,0.010358056822291786
199.0,1.413716694115407,0.009212363022957873
199.0,1.5707963267948966,0.006512875877341625
199.0,1.7278759594743864,0.0044963628947704785
199.0,1.884955592153876,0.004240989229640315
199.0,2.0420352248333655,0.006011141982017484
199.0,2.199114857512855,0.0056323253569888175
199.0,2.356194490192345,0.006175875286633505
199.0,2.5132741228718345,0.004823068344884638
199.0,2.6703537555513246,0.004307983313082499
199.0,2.827433388230814,0.00439898083503741
199.0,2.9845130209103035,0.0037130727693155843
199.0,3.141592653589793,0.0027221928269853136
219.0,-3.141592653589793,0.004149787154015339
219.0,-2.9845130209103035,0.004182725674319331
219.0,-2.827433388230814,0.004253296865049785
219.0,-2.6703537555513246,0.004458136143289442
219.0,-2.5132741228718345,0.004632746154476108
219.0,-2.356194490192345,0.005348492790337323
219.0,-2.199114857512855,0.006581759682885695
219.0,-2.0420352248333655,0.0063260601417404454
219.0,-1.884955592153876,0.004206063830616969
219.0,-1.7278759594743864,0.004668720077532844
219.0,-1.5707963267948966,0.006974404597392674
219.0,-1.413716694115407,0.009683559636102703
219.0,-1.2566370614359172,0.010692763079369684
219.0,-1.0995574287564276,0.013050830305293283
219.0,-0.942477796076938,0.006529918382666224
219.0,-0.7853981633974483,0.005585331524432385
219.0,-0.6283185307179586,0.006303741267293326
219.0,-0.471238898038469,0.005583103351813851
219.0,-0.3141592653589793,0.006371254409504613
219.0,-0.15707963267948966,0.0071539002828239755
219.0,0.0,0.0013028207265713076
219.0,0.15707963267948966,0.0071539002828239755
219.0,0.3141592653589793,0.006371254409504613
219.0,0.471238898038469,0.005583103351813851
219.0,0.6283185307179586,0.006303741267293326
219.0,0.7853981633974483,0.005585331524432385
219.0,0.942477796076938,0.006529918382666224
219.0,1.0995574287564276,0.013050830305293283
219.0,1.2566370614359172,0.010692763079369684
219.0,1.413716694115407,0.009683559636102703
219.0,1.5707963267948966,0.006974404597392674
219.0,1.7278759594743864,0.004668720077532844
219.0,1.884955592153876,0.004206063830616969
219.0,2.0420352248333655,0.0063260601417404454
219.0,2.199114857512855,0.006581759682885695
219.0,2.356194490192345,0.005348492790337323
219.0,2.5132741228718345,0.004632746154476108
219.0,2.6703537555513246,0.004458136143289442
219.0,2.827433388230814,0.004253296865049785
219.0,2.9845130209103035,0.004182725674319331
219.0,3.141592653589793,0.004149787154015339
239.0,-3.141592653589793,0.004124590745240966
239.0,-2.9845130209103035,0.0044988030808841605
239.0,-2.827433388230814,0.004943244703263831
239.0,-2.6703537555513246,0.005300396178085516
